refperiodid,freqcode,typecode,refyear,refmonth,reporteriso,reporterdesc,partneriso,partnerdesc,classificationcode,aggrlevel,isleaf,moscode,motcode,flowcode,cmdcode,cmddesc,qty,netwgt,cifvalue,fobvalue,primaryvalue,isreported
20080101,A,C,2008,52,FRA,France,ITA,Italy,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,52393491337.0,52393491337.0,True
20080101,A,C,2008,52,FRA,France,JPN,Japan,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,13998662831.0,0.0,13998662831.0,True
20080101,A,C,2008,52,FRA,France,JPN,Japan,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,8254689999.0,8254689999.0,True
20080101,A,C,2008,52,FRA,France,KOR,Rep. of Korea,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,5743522955.0,0.0,5743522955.0,True
20080101,A,C,2008,52,FRA,France,KOR,Rep. of Korea,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,4446926720.0,4446926720.0,True
20080101,A,C,2008,52,FRA,France,MEX,Mexico,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,1145884626.0,0.0,1145884626.0,True
20080101,A,C,2008,52,FRA,France,MEX,Mexico,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,3270701483.0,3270701483.0,True
20080101,A,C,2008,52,FRA,France,NLD,Netherlands,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,28179661220.0,0.0,28179661220.0,True
20080101,A,C,2008,52,FRA,France,NLD,Netherlands,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,25132632216.0,25132632216.0,True
20080101,A,C,2008,52,FRA,France,NGA,Nigeria,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,4807700551.0,0.0,4807700551.0,True
20080101,A,C,2008,52,FRA,France,NGA,Nigeria,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,2162067547.0,2162067547.0,True
20080101,A,C,2008,52,FRA,France,RUS,Russian Federation,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,20159582799.0,0.0,20159582799.0,True
20080101,A,C,2008,52,FRA,France,ARE,United Arab Emirates,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,1400070509.0,0.0,1400070509.0,True
20080101,A,C,2008,52,FRA,France,CHE,Switzerland,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,17686093499.0,17686093499.0,True
20080101,A,C,2008,52,FRA,France,CHE,Switzerland,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,15699978076.0,0.0,15699978076.0,True
20080101,A,C,2008,52,FRA,France,ESP,Spain,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,49916887704.0,49916887704.0,True
20080101,A,C,2008,52,FRA,France,ESP,Spain,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,45316840282.0,0.0,45316840282.0,True
20080101,A,C,2008,52,FRA,France,ZAF,South Africa,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,2423537801.0,2423537801.0,True
20080101,A,C,2008,52,FRA,France,FRA,France,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,7133679822.0,0.0,7133679822.0,True
20080101,A,C,2008,52,FRA,France,ZAF,South Africa,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,1770393935.0,0.0,1770393935.0,True
20080101,A,C,2008,52,FRA,France,SGP,Singapore,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,3963806248.0,0.0,3963806248.0,True
20080101,A,C,2008,52,FRA,France,IND,India,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,4904917860.0,4904917860.0,True
20080101,A,C,2008,52,FRA,France,IND,India,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,5092806151.0,0.0,5092806151.0,True
20080101,A,C,2008,52,FRA,France,SAU,Saudi Arabia,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,3329846269.0,3329846269.0,True
20080101,A,C,2008,52,FRA,France,SAU,Saudi Arabia,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,5763080589.0,0.0,5763080589.0,True
20080101,A,C,2008,52,FRA,France,RUS,Russian Federation,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,10364290612.0,10364290612.0,True
20080101,A,C,2008,52,FRA,France,SGP,Singapore,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,6798936135.0,6798936135.0,True
20080101,A,C,2008,52,CAN,Canada,AUS,Australia,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,1550064988.0,1550064988.0,True
20080101,A,C,2008,52,FRA,France,CHN,China,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,13285333492.0,13285333492.0,True
20080101,A,C,2008,52,FRA,France,CAN,Canada,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,4183885468.0,4183885468.0,True
20080101,A,C,2008,52,CAN,Canada,ZAF,South Africa,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,796122414.0,796122414.0,True
20080101,A,C,2008,52,CAN,Canada,ZAF,South Africa,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,885090317.0,885090317.0,True
20080101,A,C,2008,52,CHN,China,ZAF,South Africa,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,9234972954.0,0.0,9234972954.0,True
20080101,A,C,2008,52,CHN,China,ZAF,South Africa,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,8617621625.0,8617621625.0,True
20080101,A,C,2008,52,CAN,Canada,ESP,Spain,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,1618981764.0,1618981764.0,True
20080101,A,C,2008,52,CAN,Canada,ESP,Spain,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1069647007.0,1069647007.0,True
20080101,A,C,2008,52,CHN,China,ESP,Spain,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,5423981851.0,0.0,5423981851.0,True
20080101,A,C,2008,52,CHN,China,ESP,Spain,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,20818394562.0,20818394562.0,True
20080101,A,C,2008,52,CAN,Canada,CHE,Switzerland,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,2964261239.0,2964261239.0,True
20080101,A,C,2008,52,CAN,Canada,CHE,Switzerland,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1224182753.0,1224182753.0,True
20080101,A,C,2008,52,CHN,China,CHE,Switzerland,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,7384708321.0,0.0,7384708321.0,True
20080101,A,C,2008,52,CHN,China,CHE,Switzerland,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,3917989222.0,3917989222.0,True
20080101,A,C,2008,52,CAN,Canada,ARE,United Arab Emirates,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,311077664.0,311077664.0,True
20080101,A,C,2008,52,CAN,Canada,ARE,United Arab Emirates,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1344959133.0,1344959133.0,True
20080101,A,C,2008,52,CHN,China,ARE,United Arab Emirates,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,4613250116.0,0.0,4613250116.0,True
20080101,A,C,2008,52,CHN,China,ARE,United Arab Emirates,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,23643689550.0,23643689550.0,True
20080101,A,C,2008,52,CAN,Canada,GBR,United Kingdom,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,11826068915.0,11826068915.0,True
20080101,A,C,2008,52,FRA,France,CAN,Canada,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,4007228528.0,0.0,4007228528.0,True
20080101,A,C,2008,52,FRA,France,BRA,Brazil,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,5194621839.0,5194621839.0,True
20080101,A,C,2008,52,FRA,France,BRA,Brazil,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,5848540068.0,0.0,5848540068.0,True
20080101,A,C,2008,52,FRA,France,BEL,Belgium,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,45317967957.0,45317967957.0,True
20080101,A,C,2008,52,FRA,France,BEL,Belgium,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,59139861619.0,0.0,59139861619.0,True
20080101,A,C,2008,52,FRA,France,AUS,Australia,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,4963415070.0,4963415070.0,True
20080101,A,C,2008,52,FRA,France,CHN,China,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,45461942219.0,0.0,45461942219.0,True
20080101,A,C,2008,52,FRA,France,AUS,Australia,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,2142311677.0,0.0,2142311677.0,True
20080101,A,C,2008,52,CHN,China,USA,USA,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,81585556125.0,0.0,81585556125.0,True
20080101,A,C,2008,52,CAN,Canada,USA,USA,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,353782674814.0,353782674814.0,True
20080101,A,C,2008,52,CAN,Canada,USA,USA,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,214046444022.0,214046444022.0,True
20080101,A,C,2008,52,CHN,China,GBR,United Kingdom,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,36072739431.0,36072739431.0,True
20080101,A,C,2008,52,CHN,China,GBR,United Kingdom,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,9541781621.0,0.0,9541781621.0,True
20080101,A,C,2008,52,CAN,Canada,GBR,United Kingdom,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,12268164495.0,12268164495.0,True
20080101,A,C,2008,52,CHN,China,USA,USA,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,252843530635.0,252843530635.0,True
20080101,A,C,2008,52,FRA,France,ARE,United Arab Emirates,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,5188483880.0,5188483880.0,True
20080101,A,C,2008,52,BRA,Brazil,USA,USA,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,26859042216.0,26859042216.0,False
20080101,A,C,2008,52,BEL,Belgium,USA,USA,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,23029794107.0,23029794107.0,True
20080101,A,C,2008,52,BRA,Brazil,DEU,Germany,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,8847430437.0,8847430437.0,False
20080101,A,C,2008,52,AUS,Australia,HKG,"China, Hong Kong SAR",H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,1274160697.0,1274160697.0,True
20080101,A,C,2008,52,AUS,Australia,HKG,"China, Hong Kong SAR",H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,2528200752.0,2528200752.0,True
20080101,A,C,2008,52,BEL,Belgium,HKG,"China, Hong Kong SAR",H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,1016204479.0,0.0,1016204479.0,True
20080101,A,C,2008,52,BEL,Belgium,HKG,"China, Hong Kong SAR",H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,2538741364.0,2538741364.0,True
20080101,A,C,2008,52,BRA,Brazil,HKG,"China, Hong Kong SAR",H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,854165456.0,785144585.0,854165456.0,False
20080101,A,C,2008,52,BRA,Brazil,HKG,"China, Hong Kong SAR",H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1807030337.0,1807030337.0,False
20080101,A,C,2008,52,AUS,Australia,ITA,Italy,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,4747998995.0,4747998995.0,True
20080101,A,C,2008,52,AUS,Australia,ITA,Italy,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1420528572.0,1420528572.0,True
20080101,A,C,2008,52,BEL,Belgium,ITA,Italy,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,14681551545.0,0.0,14681551545.0,True
20080101,A,C,2008,52,BEL,Belgium,ITA,Italy,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,22079322577.0,22079322577.0,True
20080101,A,C,2008,52,BRA,Brazil,ITA,Italy,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,4828715734.0,4612639046.0,4828715734.0,False
20080101,A,C,2008,52,BRA,Brazil,ITA,Italy,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,4758749652.0,4758749652.0,False
20080101,A,C,2008,52,AUS,Australia,JPN,Japan,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,18049342720.0,18049342720.0,True
20080101,A,C,2008,52,BRA,Brazil,DEU,Germany,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,12463098473.0,12024844500.0,12463098473.0,False
20080101,A,C,2008,52,AUS,Australia,JPN,Japan,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,42731584689.0,42731584689.0,True
20080101,A,C,2008,52,BEL,Belgium,JPN,Japan,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,3106903177.0,3106903177.0,True
20080101,A,C,2008,52,BRA,Brazil,JPN,Japan,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,7158296324.0,6803585194.0,7158296324.0,False
20080101,A,C,2008,52,BRA,Brazil,JPN,Japan,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,6111848488.0,6111848488.0,False
20080101,A,C,2008,52,AUS,Australia,KOR,Rep. of Korea,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,5730763481.0,5730763481.0,True
20080101,A,C,2008,52,AUS,Australia,KOR,Rep. of Korea,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,15485801532.0,15485801532.0,True
20080101,A,C,2008,52,BEL,Belgium,KOR,Rep. of Korea,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,3595103808.0,0.0,3595103808.0,True
20080101,A,C,2008,52,BEL,Belgium,KOR,Rep. of Korea,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1762990204.0,1762990204.0,True
20080101,A,C,2008,52,BRA,Brazil,KOR,Rep. of Korea,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,5748195501.0,5412877973.0,5748195501.0,False
20080101,A,C,2008,52,BRA,Brazil,KOR,Rep. of Korea,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,3133101470.0,3133101470.0,False
20080101,A,C,2008,52,AUS,Australia,MEX,Mexico,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,1230013048.0,1230013048.0,True
20080101,A,C,2008,52,AUS,Australia,MEX,Mexico,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,565335990.0,565335990.0,True
20080101,A,C,2008,52,BEL,Belgium,MEX,Mexico,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,1718988193.0,0.0,1718988193.0,True
20080101,A,C,2008,52,BEL,Belgium,MEX,Mexico,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1252245291.0,1252245291.0,True
20080101,A,C,2008,52,BRA,Brazil,MEX,Mexico,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,3279337791.0,3125239640.0,3279337791.0,False
20080101,A,C,2008,52,BEL,Belgium,JPN,Japan,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,12569906708.0,0.0,12569906708.0,True
20080101,A,C,2008,52,BEL,Belgium,DEU,Germany,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,93191910551.0,93191910551.0,True
20080101,A,C,2008,52,BEL,Belgium,DEU,Germany,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,79859448173.0,0.0,79859448173.0,True
20080101,A,C,2008,52,AUS,Australia,DEU,Germany,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1547095730.0,1547095730.0,True
20080101,A,C,2008,52,BEL,Belgium,AUS,Australia,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1870310087.0,1870310087.0,True
20080101,A,C,2008,52,BRA,Brazil,AUS,Australia,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,1448342641.0,1228363700.0,1448342641.0,False
20080101,A,C,2008,52,BRA,Brazil,AUS,Australia,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1252556815.0,1252556815.0,False
20080101,A,C,2008,52,AUS,Australia,BEL,Belgium,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,1704505801.0,1704505801.0,True
20080101,A,C,2008,52,AUS,Australia,BEL,Belgium,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1276103696.0,1276103696.0,True
20080101,A,C,2008,52,BRA,Brazil,BEL,Belgium,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,1712805699.0,1643438792.0,1712805699.0,False
20080101,A,C,2008,52,BRA,Brazil,BEL,Belgium,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,4417989557.0,4417989557.0,False
20080101,A,C,2008,52,AUS,Australia,BRA,Brazil,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,1166229503.0,1166229503.0,True
20080101,A,C,2008,52,AUS,Australia,BRA,Brazil,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1331244009.0,1331244009.0,True
20080101,A,C,2008,52,BEL,Belgium,BRA,Brazil,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,4251410370.0,0.0,4251410370.0,True
20080101,A,C,2008,52,BEL,Belgium,BRA,Brazil,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,2749656292.0,2749656292.0,True
20080101,A,C,2008,52,BRA,Brazil,BRA,Brazil,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,188273700.0,184943825.0,188273700.0,False
20080101,A,C,2008,52,AUS,Australia,CAN,Canada,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,2384216111.0,2384216111.0,True
20080101,A,C,2008,52,AUS,Australia,CAN,Canada,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1294341301.0,1294341301.0,True
20080101,A,C,2008,52,BEL,Belgium,CAN,Canada,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,2979331193.0,0.0,2979331193.0,True
20080101,A,C,2008,52,BEL,Belgium,CAN,Canada,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,3098162290.0,3098162290.0,True
20080101,A,C,2008,52,BRA,Brazil,CAN,Canada,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,3520843115.0,3210602145.0,3520843115.0,False
20080101,A,C,2008,52,AUS,Australia,DEU,Germany,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,10003689063.0,10003689063.0,True
20080101,A,C,2008,52,BRA,Brazil,FRA,France,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,4185230723.0,4185230723.0,False
20080101,A,C,2008,52,BRA,Brazil,FRA,France,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,4893920835.0,4701750177.0,4893920835.0,False
20080101,A,C,2008,52,BEL,Belgium,FRA,France,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,82435028961.0,82435028961.0,True
20080101,A,C,2008,52,BEL,Belgium,FRA,France,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,51928596915.0,0.0,51928596915.0,True
20080101,A,C,2008,52,AUS,Australia,FRA,France,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1478794428.0,1478794428.0,True
20080101,A,C,2008,52,BRA,Brazil,MEX,Mexico,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,4278344164.0,4278344164.0,False
20080101,A,C,2008,52,AUS,Australia,FRA,France,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,4382430994.0,4382430994.0,True
20080101,A,C,2008,52,BRA,Brazil,CHN,China,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,21737741880.0,20035446107.0,21737741880.0,False
20080101,A,C,2008,52,BEL,Belgium,CHN,China,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,5050398006.0,5050398006.0,True
20080101,A,C,2008,52,BEL,Belgium,CHN,China,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,19729995986.0,0.0,19729995986.0,True
20080101,A,C,2008,52,AUS,Australia,CHN,China,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,27225181982.0,27225181982.0,True
20080101,A,C,2008,52,AUS,Australia,CHN,China,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,31588260655.0,31588260655.0,True
20080101,A,C,2008,52,BRA,Brazil,CAN,Canada,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1864981838.0,1864981838.0,False
20080101,A,C,2008,52,BRA,Brazil,CHN,China,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,16519994032.0,16519994032.0,False
20080101,A,C,2008,52,AUS,Australia,NLD,Netherlands,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,1623254921.0,1623254921.0,True
20080101,A,C,2008,52,AUS,Australia,NLD,Netherlands,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,3051366203.0,3051366203.0,True
20080101,A,C,2008,52,BEL,Belgium,NLD,Netherlands,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,89845870876.0,0.0,89845870876.0,True
20080101,A,C,2008,52,BEL,Belgium,ZAF,South Africa,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,3124764580.0,0.0,3124764580.0,True
20080101,A,C,2008,52,BEL,Belgium,ZAF,South Africa,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1807733765.0,1807733765.0,True
20080101,A,C,2008,52,BRA,Brazil,ZAF,South Africa,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,828557345.0,774151649.0,828557345.0,False
20080101,A,C,2008,52,BRA,Brazil,ZAF,South Africa,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1752957867.0,1752957867.0,False
20080101,A,C,2008,52,AUS,Australia,ESP,Spain,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,1831795761.0,1831795761.0,True
20080101,A,C,2008,52,AUS,Australia,ESP,Spain,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,736867203.0,736867203.0,True
20080101,A,C,2008,52,BEL,Belgium,ESP,Spain,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,8941996990.0,0.0,8941996990.0,True
20080101,A,C,2008,52,BEL,Belgium,ESP,Spain,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,15436109658.0,15436109658.0,True
20080101,A,C,2008,52,BRA,Brazil,ESP,Spain,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,2588201662.0,2471742861.0,2588201662.0,False
20080101,A,C,2008,52,BRA,Brazil,ESP,Spain,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,4073198424.0,4073198424.0,False
20080101,A,C,2008,52,AUS,Australia,CHE,Switzerland,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,1963756528.0,1963756528.0,True
20080101,A,C,2008,52,AUS,Australia,CHE,Switzerland,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,377408126.0,377408126.0,True
20080101,A,C,2008,52,BEL,Belgium,CHE,Switzerland,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,4193352158.0,0.0,4193352158.0,True
20080101,A,C,2008,52,BEL,Belgium,CHE,Switzerland,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,6684058086.0,6684058086.0,True
20080101,A,C,2008,52,BRA,Brazil,CHE,Switzerland,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,2306102028.0,2251289975.0,2306102028.0,False
20080101,A,C,2008,52,BRA,Brazil,CHE,Switzerland,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1326781248.0,1326781248.0,False
20080101,A,C,2008,52,AUS,Australia,ARE,United Arab Emirates,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,2048062915.0,2048062915.0,True
20080101,A,C,2008,52,BEL,Belgium,USA,USA,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,25594258421.0,0.0,25594258421.0,True
20080101,A,C,2008,52,AUS,Australia,USA,USA,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,10184268115.0,10184268115.0,True
20080101,A,C,2008,52,AUS,Australia,USA,USA,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,24256280095.0,24256280095.0,True
20080101,A,C,2008,52,BRA,Brazil,GBR,United Kingdom,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,3782427279.0,3782427279.0,False
20080101,A,C,2008,52,BRA,Brazil,GBR,United Kingdom,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,2648753012.0,2551088578.0,2648753012.0,False
20080101,A,C,2008,52,BEL,Belgium,GBR,United Kingdom,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,34012020295.0,34012020295.0,True
20080101,A,C,2008,52,AUS,Australia,ZAF,South Africa,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,2061442350.0,2061442350.0,True
20080101,A,C,2008,52,BEL,Belgium,GBR,United Kingdom,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,27261236563.0,0.0,27261236563.0,True
20080101,A,C,2008,52,AUS,Australia,GBR,United Kingdom,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,0.0,8657782057.0,8657782057.0,True
20080101,A,C,2008,52,BRA,Brazil,ARE,United Arab Emirates,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,1321514287.0,1321514287.0,False
20080101,A,C,2008,52,BRA,Brazil,ARE,United Arab Emirates,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,619890606.0,592775403.0,619890606.0,False
20080101,A,C,2008,52,BEL,Belgium,ARE,United Arab Emirates,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,2764740223.0,2764740223.0,True
20080101,A,C,2008,52,BEL,Belgium,ARE,United Arab Emirates,H3,0,False,0,0,M,TOTAL,All Commodities,0.0,0.0,2152029993.0,0.0,2152029993.0,True
20080101,A,C,2008,52,AUS,Australia,ARE,United Arab Emirates,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,3291432558.0,3291432558.0,True
20080101,A,C,2008,52,AUS,Australia,GBR,United Kingdom,H3,0,False,0,0,X,TOTAL,All Commodities,0.0,0.0,0.0,7844215761.0,7844215761.0,True
