Period,Trade Flow,Reporter,Partner,2nd Partner,Customs Desc,Transport Mode,Commodity Code,Trade Value (US$),Net Weight(kg),Gross Weight,Qty Unit,Qty,Alternate Quantity unit,Alternate Quantity
2009,X,Germany,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$113,102,143,901",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,053,750,235",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,702,024,361",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,472,685,587",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$10,260,440,857",0,0,N/A,0,N/A,0
2009,M,Germany,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,720,900,933",0,0,N/A,0,N/A,0
2009,X,Germany,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,722,829,886",0,0,N/A,0,N/A,0
2009,M,Germany,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$51,426,279,797",0,0,N/A,0,N/A,0
2009,X,Germany,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$70,564,376,955",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,617,522,044",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,549,391,741",0,0,N/A,0,N/A,0
2009,M,Germany,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$27,256,698,733",0,0,N/A,0,N/A,0
2009,X,Germany,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$15,461,099,039",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$31,063,949,456",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$14,119,893,237",0,0,N/A,0,N/A,0
2009,M,Germany,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$11,051,006,302",0,0,N/A,0,N/A,0
2009,X,Germany,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$11,173,893,313",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$14,499,111,610",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,197,909,733",0,0,N/A,0,N/A,0
2009,M,Germany,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,477,970,409",0,0,N/A,0,N/A,0
2009,X,Germany,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,133,905,169",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$383,164,253",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,244,555,779",0,0,N/A,0,N/A,0
2009,M,Germany,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$70,206,793,119",0,0,N/A,0,N/A,0
2009,X,Germany,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$73,105,412,724",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,999,937,069",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,807,354,389",0,0,N/A,0,N/A,0
2009,M,Germany,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$23,289,316,017",0,0,N/A,0,N/A,0
2009,X,Germany,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$29,592,571,057",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$805,041,331",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$728,576,318",0,0,N/A,0,N/A,0
2009,M,Germany,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,173,469,007",0,0,N/A,0,N/A,0
2009,X,Germany,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$11,327,778,120",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,821,837,651",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,164,001,460",0,0,N/A,0,N/A,0
2009,M,Germany,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,576,401,049",0,0,N/A,0,N/A,0
2009,X,Germany,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,983,654,316",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$22,716,507,672",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,592,843,140",0,0,N/A,0,N/A,0
2009,M,Germany,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$26,416,070,648",0,0,N/A,0,N/A,0
2009,X,Germany,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$43,631,817,440",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$694,532,564",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,677,306,284",0,0,N/A,0,N/A,0
2009,M,Germany,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$40,386,120,696",0,0,N/A,0,N/A,0
2009,X,Germany,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$49,886,836,905",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,580,520,453",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,920,962,974",0,0,N/A,0,N/A,0
2009,M,Germany,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$44,453,585,688",0,0,N/A,0,N/A,0
2009,X,Germany,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$74,114,906,722",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,905,591,969",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$12,670,760,311",0,0,N/A,0,N/A,0
2009,M,Germany,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$55,787,029,373",0,0,N/A,0,N/A,0
2009,X,Germany,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$76,297,833,168",0,0,N/A,0,N/A,0
2009,M,"China, Hong Kong SAR",USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$18,550,098,317",0,0,N/A,0,N/A,0
2009,X,"China, Hong Kong SAR",USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$36,854,324,944",0,0,N/A,0,N/A,0
2009,M,Italy,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$952,139,936",0,0,N/A,0,N/A,0
2009,X,Italy,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,313,210,790",0,0,N/A,0,N/A,0
2009,M,Japan,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$34,751,479,227",0,0,N/A,0,N/A,0
2009,X,Japan,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$12,168,640,808",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$14,755,930,701",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,243,141,192",0,0,N/A,0,N/A,0
2009,M,Mexico,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$787,755,605",0,0,N/A,0,N/A,0
2009,X,Mexico,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$515,045,151",0,0,N/A,0,N/A,0
2009,M,Italy,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$16,675,222,037",0,0,N/A,0,N/A,0
2009,X,Italy,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$11,203,401,950",0,0,N/A,0,N/A,0
2009,M,Japan,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,818,937,926",0,0,N/A,0,N/A,0
2009,X,Japan,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,341,843,900",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$892,681,473",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,189,248,857",0,0,N/A,0,N/A,0
2009,M,Mexico,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$612,603,100",0,0,N/A,0,N/A,0
2009,X,Mexico,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$698,362,782",0,0,N/A,0,N/A,0
2009,M,Italy,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,369,226,278",0,0,N/A,0,N/A,0
2009,X,Italy,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,756,363,610",0,0,N/A,0,N/A,0
2009,M,Japan,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,351,163,503",0,0,N/A,0,N/A,0
2009,X,Japan,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,234,918,550",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,743,503,108",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,311,209,758",0,0,N/A,0,N/A,0
2009,M,Mexico,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,495,275,120",0,0,N/A,0,N/A,0
2009,X,Mexico,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,438,207,947",0,0,N/A,0,N/A,0
2009,M,Italy,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,638,702,296",0,0,N/A,0,N/A,0
2009,X,Italy,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,883,319,881",0,0,N/A,0,N/A,0
2009,M,Japan,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,191,204,300",0,0,N/A,0,N/A,0
2009,X,Japan,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,748,128,414",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,534,785,518",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,439,569,880",0,0,N/A,0,N/A,0
2009,M,Mexico,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,303,741,526",0,0,N/A,0,N/A,0
2009,X,Mexico,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,236,476,001",0,0,N/A,0,N/A,0
2009,M,Italy,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$36,756,081,211",0,0,N/A,0,N/A,0
2009,X,Italy,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$47,400,942,312",0,0,N/A,0,N/A,0
2009,M,Japan,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,160,757,118",0,0,N/A,0,N/A,0
2009,X,Japan,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,213,708,314",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,013,561,024",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,943,709,020",0,0,N/A,0,N/A,0
2009,M,Mexico,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,507,086,412",0,0,N/A,0,N/A,0
2009,X,Mexico,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$498,661,274",0,0,N/A,0,N/A,0
2009,M,Italy,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$69,321,342,748",0,0,N/A,0,N/A,0
2009,X,Italy,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$51,525,070,809",0,0,N/A,0,N/A,0
2009,M,Japan,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$16,756,897,504",0,0,N/A,0,N/A,0
2009,X,Japan,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$16,653,366,310",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$12,297,619,307",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,820,792,677",0,0,N/A,0,N/A,0
2009,M,Mexico,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,727,216,789",0,0,N/A,0,N/A,0
2009,X,Mexico,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,191,052,939",0,0,N/A,0,N/A,0
2009,M,Italy,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$433,044,983",0,0,N/A,0,N/A,0
2009,X,Italy,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,768,170,930",0,0,N/A,0,N/A,0
2009,M,Japan,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,103,341,405",0,0,N/A,0,N/A,0
2009,X,Japan,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$31,893,945,000",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,487,091,262",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$19,660,844,478",0,0,N/A,0,N/A,0
2009,M,Mexico,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$296,198,139",0,0,N/A,0,N/A,0
2009,X,Mexico,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$379,628,627",0,0,N/A,0,N/A,0
2009,M,Japan,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,372,368,816",0,0,N/A,0,N/A,0
2009,X,Japan,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,803,932,540",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,512,912,835",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,797,342,193",0,0,N/A,0,N/A,0
2009,M,Mexico,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,146,738,889",0,0,N/A,0,N/A,0
2009,X,Mexico,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$516,404,061",0,0,N/A,0,N/A,0
2009,M,Italy,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,438,854,920",0,0,N/A,0,N/A,0
2009,X,Italy,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,180,849,894",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$49,427,291,028",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$21,770,815,153",0,0,N/A,0,N/A,0
2009,M,Mexico,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$11,397,111,010",0,0,N/A,0,N/A,0
2009,X,Mexico,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,600,571,460",0,0,N/A,0,N/A,0
2009,M,Italy,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,011,703,910",0,0,N/A,0,N/A,0
2009,X,Italy,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,031,462,738",0,0,N/A,0,N/A,0
2009,M,Japan,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$21,983,612,029",0,0,N/A,0,N/A,0
2009,X,Japan,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$47,273,085,308",0,0,N/A,0,N/A,0
2009,M,Mexico,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$10,946,193,620",0,0,N/A,0,N/A,0
2009,X,Mexico,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$498,752,027",0,0,N/A,0,N/A,0
2009,M,Italy,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$697,962,585",0,0,N/A,0,N/A,0
2009,X,Italy,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,451,832,253",0,0,N/A,0,N/A,0
2009,M,Japan,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,798,507,720",0,0,N/A,0,N/A,0
2009,X,Japan,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,824,115,513",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$971,992,303",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,132,759,531",0,0,N/A,0,N/A,0
2009,M,Italy,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$23,596,492,461",0,0,N/A,0,N/A,0
2009,X,Italy,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,918,319,092",0,0,N/A,0,N/A,0
2009,M,Japan,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,460,312,506",0,0,N/A,0,N/A,0
2009,X,Japan,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$13,510,443,673",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,059,773,952",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,527,505,999",0,0,N/A,0,N/A,0
2009,M,Mexico,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,170,939,525",0,0,N/A,0,N/A,0
2009,X,Mexico,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,693,840,950",0,0,N/A,0,N/A,0
2009,M,Italy,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$16,934,758,019",0,0,N/A,0,N/A,0
2009,X,Italy,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,971,081,972",0,0,N/A,0,N/A,0
2009,M,Japan,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,847,997,987",0,0,N/A,0,N/A,0
2009,X,Japan,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,285,882,658",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,788,759,295",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,194,066,397",0,0,N/A,0,N/A,0
2009,M,Mexico,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$468,780,144",0,0,N/A,0,N/A,0
2009,X,Mexico,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$39,250,235",0,0,N/A,0,N/A,0
2009,M,Italy,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,051,055,237",0,0,N/A,0,N/A,0
2009,X,Italy,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,814,925,773",0,0,N/A,0,N/A,0
2009,M,Japan,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,728,109,804",0,0,N/A,0,N/A,0
2009,X,Japan,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,338,462,114",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,141,621,968",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,013,290,496",0,0,N/A,0,N/A,0
2009,M,Mexico,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,139,536,057",0,0,N/A,0,N/A,0
2009,X,Mexico,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,111,574,574",0,0,N/A,0,N/A,0
2009,M,Italy,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$258,385,742",0,0,N/A,0,N/A,0
2009,X,Italy,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,102,501,981",0,0,N/A,0,N/A,0
2009,M,Japan,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,114,724,002",0,0,N/A,0,N/A,0
2009,X,Japan,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$20,723,825,441",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,871,715,080",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$13,616,993,796",0,0,N/A,0,N/A,0
2009,M,Mexico,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,377,829,063",0,0,N/A,0,N/A,0
2009,X,Mexico,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$386,227,561",0,0,N/A,0,N/A,0
2009,M,Italy,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$18,328,916,447",0,0,N/A,0,N/A,0
2009,X,Italy,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$23,265,019,694",0,0,N/A,0,N/A,0
2009,M,Japan,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,348,536,297",0,0,N/A,0,N/A,0
2009,X,Japan,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,591,426,868",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$875,666,874",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,737,082,200",0,0,N/A,0,N/A,0
2009,M,Mexico,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,004,042,060",0,0,N/A,0,N/A,0
2009,X,Mexico,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,507,825,737",0,0,N/A,0,N/A,0
2009,M,Italy,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$14,597,761,827",0,0,N/A,0,N/A,0
2009,X,Italy,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$18,951,954,395",0,0,N/A,0,N/A,0
2009,M,Japan,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,277,036,650",0,0,N/A,0,N/A,0
2009,X,Japan,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,286,317,669",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,668,240,183",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$343,843,429",0,0,N/A,0,N/A,0
2009,M,Mexico,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,232,031,993",0,0,N/A,0,N/A,0
2009,X,Mexico,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$433,110,476",0,0,N/A,0,N/A,0
2009,M,Italy,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$13,691,475,704",0,0,N/A,0,N/A,0
2009,X,Italy,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$20,856,553,001",0,0,N/A,0,N/A,0
2009,M,Japan,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,690,461,767",0,0,N/A,0,N/A,0
2009,X,Japan,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$11,814,501,506",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,895,597,483",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,796,532,631",0,0,N/A,0,N/A,0
2009,M,Mexico,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,837,826,821",0,0,N/A,0,N/A,0
2009,X,Mexico,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,242,898,466",0,0,N/A,0,N/A,0
2009,M,Italy,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$13,215,324,028",0,0,N/A,0,N/A,0
2009,X,Italy,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$23,857,711,603",0,0,N/A,0,N/A,0
2009,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$60,590,108,582",0,0,N/A,0,N/A,0
2009,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$95,302,741,166",0,0,N/A,0,N/A,0
2009,M,Rep. of Korea,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$29,160,307,242",0,0,N/A,0,N/A,0
2009,X,Rep. of Korea,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$37,802,594,458",0,0,N/A,0,N/A,0
2009,M,Mexico,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$112,788,739,681",0,0,N/A,0,N/A,0
2009,X,Mexico,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$185,448,518,572",0,0,N/A,0,N/A,0
2009,M,Netherlands,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$736,183,430",0,0,N/A,0,N/A,0
2009,X,Netherlands,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,728,922,389",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$585,276,690",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$54,524,300",0,0,N/A,0,N/A,0
