Period,Trade Flow,Reporter,Partner,2nd Partner,Customs Desc,Transport Mode,Commodity Code,Trade Value (US$),Net Weight(kg),Gross Weight,Qty Unit,Qty,Alternate Quantity unit,Alternate Quantity
2008,X,Australia,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$565,335,990",0,0,N/A,0,N/A,0
2008,M,Belgium,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,718,988,193",0,0,N/A,0,N/A,0
2008,X,Belgium,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,252,245,291",0,0,N/A,0,N/A,0
2008,M,Brazil,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,279,337,791",0,0,N/A,0,N/A,0
2008,X,Brazil,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,278,344,164",0,0,N/A,0,N/A,0
2008,M,Australia,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,623,254,921",0,0,N/A,0,N/A,0
2008,X,Australia,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,051,366,203",0,0,N/A,0,N/A,0
2008,M,Belgium,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$89,845,870,876",0,0,N/A,0,N/A,0
2008,X,Belgium,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$57,559,867,565",0,0,N/A,0,N/A,0
2008,M,Brazil,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,533,673,433",0,0,N/A,0,N/A,0
2008,X,Brazil,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,982,184,794",0,0,N/A,0,N/A,0
2008,M,Australia,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$541,909,781",0,0,N/A,0,N/A,0
2008,X,Australia,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$933,774,255",0,0,N/A,0,N/A,0
2008,M,Belgium,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,097,970,362",0,0,N/A,0,N/A,0
2008,X,Belgium,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,345,726,482",0,0,N/A,0,N/A,0
2008,M,Brazil,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,542,340,086",0,0,N/A,0,N/A,0
2008,X,Brazil,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,631,438,845",0,0,N/A,0,N/A,0
2008,M,Australia,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,642,097,643",0,0,N/A,0,N/A,0
2008,X,Australia,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$11,379,978,107",0,0,N/A,0,N/A,0
2008,M,Belgium,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,551,026,728",0,0,N/A,0,N/A,0
2008,X,Belgium,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,358,569,973",0,0,N/A,0,N/A,0
2008,M,Brazil,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,742,698,616",0,0,N/A,0,N/A,0
2008,X,Brazil,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,101,862,198",0,0,N/A,0,N/A,0
2008,M,Australia,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$14,230,994,422",0,0,N/A,0,N/A,0
2008,X,Australia,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,154,094,662",0,0,N/A,0,N/A,0
2008,M,Belgium,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,861,210,029",0,0,N/A,0,N/A,0
2008,X,Belgium,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$955,776,558",0,0,N/A,0,N/A,0
2008,M,Brazil,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,804,057,252",0,0,N/A,0,N/A,0
2008,X,Brazil,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,470,340,002",0,0,N/A,0,N/A,0
2008,M,Australia,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,831,795,761",0,0,N/A,0,N/A,0
2008,X,Australia,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$736,867,203",0,0,N/A,0,N/A,0
2008,M,Belgium,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,941,996,990",0,0,N/A,0,N/A,0
2008,X,Belgium,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$15,436,109,658",0,0,N/A,0,N/A,0
2008,M,Brazil,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,588,201,662",0,0,N/A,0,N/A,0
2008,X,Brazil,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,073,198,424",0,0,N/A,0,N/A,0
2008,M,Australia,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,963,756,528",0,0,N/A,0,N/A,0
2008,X,Australia,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$377,408,126",0,0,N/A,0,N/A,0
2008,M,Belgium,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,193,352,158",0,0,N/A,0,N/A,0
2008,X,Belgium,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,684,058,086",0,0,N/A,0,N/A,0
2008,M,Brazil,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,306,102,028",0,0,N/A,0,N/A,0
2008,X,Brazil,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,326,781,248",0,0,N/A,0,N/A,0
2008,M,Australia,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,657,782,057",0,0,N/A,0,N/A,0
2008,X,Australia,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,844,215,761",0,0,N/A,0,N/A,0
2008,M,Belgium,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$27,261,236,563",0,0,N/A,0,N/A,0
2008,X,Belgium,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$34,012,020,295",0,0,N/A,0,N/A,0
2008,M,Brazil,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,648,753,012",0,0,N/A,0,N/A,0
2008,X,Brazil,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,782,427,279",0,0,N/A,0,N/A,0
2008,M,Australia,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$24,256,280,095",0,0,N/A,0,N/A,0
2008,X,Australia,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$10,184,268,115",0,0,N/A,0,N/A,0
2008,M,Belgium,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$25,594,258,421",0,0,N/A,0,N/A,0
2008,X,Belgium,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$23,029,794,107",0,0,N/A,0,N/A,0
2008,M,Brazil,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$27,236,708,033",0,0,N/A,0,N/A,0
2008,X,Brazil,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$26,859,042,216",0,0,N/A,0,N/A,0
2008,M,Canada,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,550,064,988",0,0,N/A,0,N/A,0
2008,X,Canada,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,021,236,518",0,0,N/A,0,N/A,0
2008,M,Canada,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,083,425,384",0,0,N/A,0,N/A,0
2008,X,Canada,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,230,500,553",0,0,N/A,0,N/A,0
2008,M,Canada,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,529,391,875",0,0,N/A,0,N/A,0
2008,X,Canada,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,431,910,518",0,0,N/A,0,N/A,0
2008,M,Canada,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,506,072,497",0,0,N/A,0,N/A,0
2008,M,Canada,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,701,051,279",0,0,N/A,0,N/A,0
2008,X,Canada,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,058,324,587",0,0,N/A,0,N/A,0
2008,M,Canada,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$11,975,257,799",0,0,N/A,0,N/A,0
2008,X,Canada,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,220,557,922",0,0,N/A,0,N/A,0
2008,M,Canada,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$437,462,008",0,0,N/A,0,N/A,0
2008,X,Canada,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,671,709,178",0,0,N/A,0,N/A,0
2008,M,Canada,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,824,265,940",0,0,N/A,0,N/A,0
2008,X,Canada,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,195,234,174",0,0,N/A,0,N/A,0
2008,M,Canada,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$14,404,326,523",0,0,N/A,0,N/A,0
2008,X,Canada,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$10,464,781,819",0,0,N/A,0,N/A,0
2008,M,Canada,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,663,204,818",0,0,N/A,0,N/A,0
2008,X,Canada,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,622,188,364",0,0,N/A,0,N/A,0
2008,M,Canada,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$16,857,733,836",0,0,N/A,0,N/A,0
2008,X,Canada,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,517,021,132",0,0,N/A,0,N/A,0
2008,M,Canada,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,050,962,627",0,0,N/A,0,N/A,0
2008,X,Canada,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,489,347,069",0,0,N/A,0,N/A,0
2008,M,Canada,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,802,727,699",0,0,N/A,0,N/A,0
2008,X,Canada,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,412,107,930",0,0,N/A,0,N/A,0
2008,M,Canada,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,107,082,591",0,0,N/A,0,N/A,0
2008,X,Canada,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,282,701,762",0,0,N/A,0,N/A,0
2008,M,Canada,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,184,169,667",0,0,N/A,0,N/A,0
2008,X,Canada,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$777,297,605",0,0,N/A,0,N/A,0
2008,M,Canada,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,618,981,764",0,0,N/A,0,N/A,0
2008,X,Canada,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,069,647,007",0,0,N/A,0,N/A,0
2008,M,Canada,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,964,261,239",0,0,N/A,0,N/A,0
2008,X,Canada,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,224,182,753",0,0,N/A,0,N/A,0
2008,M,Canada,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$11,826,068,915",0,0,N/A,0,N/A,0
2008,X,Canada,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$12,268,164,495",0,0,N/A,0,N/A,0
2008,M,Canada,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$214,046,444,022",0,0,N/A,0,N/A,0
2008,X,Canada,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$353,782,674,814",0,0,N/A,0,N/A,0
2008,M,France,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,142,311,677",0,0,N/A,0,N/A,0
2008,X,France,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,963,415,070",0,0,N/A,0,N/A,0
2008,M,France,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$59,139,861,619",0,0,N/A,0,N/A,0
2008,X,France,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$45,317,967,957",0,0,N/A,0,N/A,0
2008,M,France,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,848,540,068",0,0,N/A,0,N/A,0
2008,X,France,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,194,621,839",0,0,N/A,0,N/A,0
2008,M,France,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,007,228,528",0,0,N/A,0,N/A,0
2008,X,France,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,183,885,468",0,0,N/A,0,N/A,0
2008,M,France,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,133,679,822",0,0,N/A,0,N/A,0
2008,M,France,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$113,901,584,835",0,0,N/A,0,N/A,0
2008,X,France,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$86,841,525,387",0,0,N/A,0,N/A,0
2008,M,France,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$820,349,405",0,0,N/A,0,N/A,0
2008,X,France,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,745,076,739",0,0,N/A,0,N/A,0
2008,M,France,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$56,494,217,512",0,0,N/A,0,N/A,0
2008,X,France,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$52,393,491,337",0,0,N/A,0,N/A,0
2008,M,France,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$13,998,662,831",0,0,N/A,0,N/A,0
2008,X,France,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,254,689,999",0,0,N/A,0,N/A,0
2008,M,France,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,743,522,955",0,0,N/A,0,N/A,0
2008,X,France,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,446,926,720",0,0,N/A,0,N/A,0
2008,M,France,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,145,884,626",0,0,N/A,0,N/A,0
2008,X,France,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,270,701,483",0,0,N/A,0,N/A,0
2008,M,France,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$28,179,661,220",0,0,N/A,0,N/A,0
2008,X,France,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$25,132,632,216",0,0,N/A,0,N/A,0
2008,M,France,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$20,159,582,799",0,0,N/A,0,N/A,0
2008,X,France,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$10,364,290,612",0,0,N/A,0,N/A,0
2008,M,France,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,092,806,151",0,0,N/A,0,N/A,0
2008,X,France,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,904,917,860",0,0,N/A,0,N/A,0
2008,M,France,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,963,806,248",0,0,N/A,0,N/A,0
2008,X,France,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,798,936,135",0,0,N/A,0,N/A,0
2008,M,France,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$45,316,840,282",0,0,N/A,0,N/A,0
2008,X,France,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$49,916,887,704",0,0,N/A,0,N/A,0
2008,M,France,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$15,699,978,076",0,0,N/A,0,N/A,0
2008,X,France,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$17,686,093,499",0,0,N/A,0,N/A,0
2008,M,France,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$33,670,661,862",0,0,N/A,0,N/A,0
2008,X,France,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$46,710,234,293",0,0,N/A,0,N/A,0
2008,M,France,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$38,295,740,997",0,0,N/A,0,N/A,0
2008,X,France,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$35,110,119,322",0,0,N/A,0,N/A,0
2008,M,Germany,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,683,699,653",0,0,N/A,0,N/A,0
2008,X,Germany,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,787,967,040",0,0,N/A,0,N/A,0
2008,M,"China, Hong Kong SAR",Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,085,167,612",0,0,N/A,0,N/A,0
2008,X,"China, Hong Kong SAR",Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,051,476,526",0,0,N/A,0,N/A,0
2008,M,Germany,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$53,432,612,343",0,0,N/A,0,N/A,0
2008,X,Germany,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$72,620,562,972",0,0,N/A,0,N/A,0
2008,M,"China, Hong Kong SAR",Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,621,979,337",0,0,N/A,0,N/A,0
2008,X,"China, Hong Kong SAR",Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,131,677,468",0,0,N/A,0,N/A,0
2008,M,Germany,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$13,910,237,981",0,0,N/A,0,N/A,0
2008,X,Germany,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$12,845,528,447",0,0,N/A,0,N/A,0
2008,M,"China, Hong Kong SAR",Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,825,971,371",0,0,N/A,0,N/A,0
2008,X,"China, Hong Kong SAR",Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,647,493,334",0,0,N/A,0,N/A,0
2008,M,Germany,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,640,253,837",0,0,N/A,0,N/A,0
2008,X,Germany,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,272,656,312",0,0,N/A,0,N/A,0
2008,M,"China, Hong Kong SAR",Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,731,629,886",0,0,N/A,0,N/A,0
2008,X,"China, Hong Kong SAR",Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,529,108,252",0,0,N/A,0,N/A,0
2008,M,Germany,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$93,180,435,515",0,0,N/A,0,N/A,0
2008,X,Germany,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$137,703,126,833",0,0,N/A,0,N/A,0
2008,M,"China, Hong Kong SAR",France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,254,104,158",0,0,N/A,0,N/A,0
2008,X,"China, Hong Kong SAR",France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,840,987,561",0,0,N/A,0,N/A,0
2008,M,"China, Hong Kong SAR",Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,935,330,165",0,0,N/A,0,N/A,0
2008,X,"China, Hong Kong SAR",Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$12,150,627,639",0,0,N/A,0,N/A,0
2008,M,Germany,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,628,745,839",0,0,N/A,0,N/A,0
