typecode,refyear,reporteriso,reporterdesc,partneriso,partnerdesc,flowcode,cmdcode,cmddesc,qty,netwgt,cifvalue,fobvalue,primaryvalue,isreported
C,2014,AUS,Australia,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,0,2769354217,2769354217,True
C,2014,AUS,Australia,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,512620551,512620551,True
C,2014,BEL,Belgium,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,6738415473,0,6738415473,False
C,2014,BEL,Belgium,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,7825015180,7825015180,False
C,2014,BRA,Brazil,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,4130652357,3909440663,4130652357,False
C,2014,BRA,Brazil,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,3279588143,3279588143,False
C,2014,AUS,Australia,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,0,2538878814,2538878814,True
C,2014,AUS,Australia,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,492016342,492016342,True
C,2014,BEL,Belgium,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,3594126654,0,3594126654,False
C,2014,BEL,Belgium,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,4979969343,4979969343,False
C,2014,BRA,Brazil,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,2854013670,2789246259,2854013670,False
C,2014,AUS,Australia,USA,USA,M,TOTAL,All Commodities,0.0,0.0,0,24148859083,24148859083,True
C,2014,BRA,Brazil,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,3859906252,3859906252,False
C,2014,BRA,Brazil,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,3364594524,3255090427,3364594524,False
C,2014,BEL,Belgium,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,23955390474,23955390474,False
C,2014,BEL,Belgium,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,16473888926,0,16473888926,False
C,2014,AUS,Australia,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,3312569536,3312569536,True
C,2014,BRA,Brazil,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,2480732118,2480732118,False
C,2014,AUS,Australia,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,0,5484532022,5484532022,True
C,2014,BRA,Brazil,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,525493720,501318702,525493720,False
C,2014,BEL,Belgium,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,3979177697,3979177697,False
C,2014,BEL,Belgium,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,3023596582,0,3023596582,False
C,2014,AUS,Australia,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,2631453364,2631453364,True
C,2014,AUS,Australia,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,0,2543139223,2543139223,True
C,2014,BRA,Brazil,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,1190069107,1190069107,False
C,2014,BRA,Brazil,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,2845992406,2845992406,False
C,2014,BEL,Belgium,USA,USA,M,TOTAL,All Commodities,0.0,0.0,14601763012,0,14601763012,False
C,2014,BRA,Brazil,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,826358612,803981736,826358612,False
C,2014,BEL,Belgium,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,1261569449,0,1261569449,False
C,2014,AUS,Australia,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,1787465424,1787465424,True
C,2014,BEL,Belgium,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,79730311919,0,79730311919,False
C,2014,BEL,Belgium,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,38630701330,38630701330,False
C,2014,BRA,Brazil,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,3292149177,3168515806,3292149177,False
C,2014,BRA,Brazil,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,10984244877,10984244877,False
C,2014,AUS,Australia,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,0,1457407091,1457407091,True
C,2014,AUS,Australia,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,198002244,198002244,True
C,2014,BEL,Belgium,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,124248635,0,124248635,False
C,2014,BEL,Belgium,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,863555731,863555731,False
C,2014,BRA,Brazil,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,9640555743,9495187032,9640555743,False
C,2014,BRA,Brazil,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,955469417,955469417,False
C,2014,AUS,Australia,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,0,1179334499,1179334499,True
C,2014,AUS,Australia,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,476523154,476523154,True
C,2014,BEL,Belgium,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,10461904643,0,10461904643,False
C,2014,BEL,Belgium,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,3229648766,3229648766,False
C,2014,BRA,Brazil,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,3220484961,3013434727,3220484961,False
C,2014,BRA,Brazil,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,3821011347,3821011347,False
C,2014,AUS,Australia,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,7609098937,7609098937,True
C,2014,AUS,Australia,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,0,11396038066,11396038066,True
C,2014,BRA,Brazil,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,4787813135,4787813135,False
C,2014,BRA,Brazil,IND,India,M,TOTAL,All Commodities,0.0,0.0,6867787082,6640214801,6867787082,False
C,2014,BEL,Belgium,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,10820056335,10820056335,False
C,2014,BEL,Belgium,IND,India,M,TOTAL,All Commodities,0.0,0.0,3967518249,0,3967518249,False
C,2014,BEL,Belgium,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,1251940363,1251940363,False
C,2014,AUS,Australia,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,7995340127,7995340127,True
C,2014,BRA,Brazil,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,2540897183,2540897183,False
C,2014,BRA,Brazil,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,3360795614,3299254857,3360795614,False
C,2014,BEL,Belgium,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,1472769460,1472769460,False
C,2014,BEL,Belgium,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,1147350984,0,1147350984,False
C,2014,AUS,Australia,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,2029900682,2029900682,True
C,2014,AUS,Australia,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,0,384155407,384155407,True
C,2014,AUS,Australia,IND,India,M,TOTAL,All Commodities,0.0,0.0,0,2768026305,2768026305,True
C,2014,FRA,France,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,1416760387,0,1416760387,True
C,2014,FRA,France,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,5446019193,5446019193,True
C,2014,FRA,France,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,26020527679,0,26020527679,True
C,2014,JPN,Japan,KOR,Rep. of Korea,X,TOTAL,All Commodities,0.0,0.0,0,51520342760,51520342760,True
C,2014,MEX,Mexico,KOR,Rep. of Korea,M,TOTAL,All Commodities,0.0,0.0,0,13771102440,13771102440,False
C,2014,MEX,Mexico,KOR,Rep. of Korea,X,TOTAL,All Commodities,0.0,0.0,0,2025544725,2025544725,False
C,2014,ITA,Italy,MEX,Mexico,M,TOTAL,All Commodities,0.0,0.0,1597078415,0,1597078415,False
C,2014,ITA,Italy,MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,4084820233,4084820233,False
C,2014,JPN,Japan,MEX,Mexico,M,TOTAL,All Commodities,0.0,0.0,4278227261,0,4278227261,True
C,2014,JPN,Japan,MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,10634808698,10634808698,True
C,2014,KOR,Rep. of Korea,MEX,Mexico,M,TOTAL,All Commodities,0.0,0.0,3270515885,0,3270515885,True
C,2014,KOR,Rep. of Korea,MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,10849737944,10849737944,True
C,2014,ITA,Italy,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,27646620599,0,27646620599,False
C,2014,ITA,Italy,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,12473487522,12473487522,False
C,2014,JPN,Japan,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,4295146735,0,4295146735,True
C,2014,JPN,Japan,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,13049119224,13049119224,True
C,2014,KOR,Rep. of Korea,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,4580225025,0,4580225025,True
C,2014,JPN,Japan,KOR,Rep. of Korea,M,TOTAL,All Commodities,0.0,0.0,33385306767,0,33385306767,True
C,2014,KOR,Rep. of Korea,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,5303382097,5303382097,True
C,2014,MEX,Mexico,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,2251018992,2251018992,False
C,2014,ITA,Italy,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,1305310847,0,1305310847,False
C,2014,ITA,Italy,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,1287767570,1287767570,False
C,2014,JPN,Japan,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,4469134133,0,4469134133,True
C,2014,JPN,Japan,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,722157334,722157334,True
C,2014,KOR,Rep. of Korea,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,3099372229,0,3099372229,True
C,2014,KOR,Rep. of Korea,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,1323808081,1323808081,True
C,2014,MEX,Mexico,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,0,529628806,529628806,False
C,2014,MEX,Mexico,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,38070366,38070366,False
C,2014,ITA,Italy,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,22945928862,0,22945928862,False
C,2014,ITA,Italy,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,12615964626,12615964626,False
C,2014,JPN,Japan,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,24755659661,0,24755659661,True
C,2014,JPN,Japan,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,9177179682,9177179682,True
C,2014,KOR,Rep. of Korea,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,15673983221,0,15673983221,True
C,2014,MEX,Mexico,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,0,3683263319,3683263319,False
C,2014,ITA,Italy,KOR,Rep. of Korea,X,TOTAL,All Commodities,0.0,0.0,0,5518957878,5518957878,False
C,2014,ITA,Italy,KOR,Rep. of Korea,M,TOTAL,All Commodities,0.0,0.0,3111736662,0,3111736662,False
C,2014,MEX,Mexico,JPN,Japan,X,TOTAL,All Commodities,0.0,0.0,0,2604741992,2604741992,False
C,2014,KOR,Rep. of Korea,FRA,France,M,TOTAL,All Commodities,0.0,0.0,6824707998,0,6824707998,True
C,2014,KOR,Rep. of Korea,FRA,France,X,TOTAL,All Commodities,0.0,0.0,0,2933342928,2933342928,True
C,2014,MEX,Mexico,FRA,France,M,TOTAL,All Commodities,0.0,0.0,0,3790614055,3790614055,False
C,2014,MEX,Mexico,FRA,France,X,TOTAL,All Commodities,0.0,0.0,0,1591527840,1591527840,False
C,2014,ITA,Italy,DEU,Germany,M,TOTAL,All Commodities,0.0,0.0,72235117297,0,72235117297,False
C,2014,ITA,Italy,DEU,Germany,X,TOTAL,All Commodities,0.0,0.0,0,66568027593,66568027593,False
C,2014,JPN,Japan,DEU,Germany,M,TOTAL,All Commodities,0.0,0.0,24121795630,0,24121795630,True
C,2014,JPN,Japan,DEU,Germany,X,TOTAL,All Commodities,0.0,0.0,0,19054719158,19054719158,True
C,2014,KOR,Rep. of Korea,DEU,Germany,M,TOTAL,All Commodities,0.0,0.0,21285205314,0,21285205314,True
C,2014,KOR,Rep. of Korea,DEU,Germany,X,TOTAL,All Commodities,0.0,0.0,0,7572596502,7572596502,True
C,2014,MEX,Mexico,DEU,Germany,M,TOTAL,All Commodities,0.0,0.0,0,13762476332,13762476332,False
C,2014,MEX,Mexico,DEU,Germany,X,TOTAL,All Commodities,0.0,0.0,0,3588693959,3588693959,False
C,2014,ITA,Italy,HKG,"China, Hong Kong SAR",M,TOTAL,All Commodities,0.0,0.0,328385643,0,328385643,False
C,2014,ITA,Italy,HKG,"China, Hong Kong SAR",X,TOTAL,All Commodities,0.0,0.0,0,7247860078,7247860078,False
C,2014,JPN,Japan,HKG,"China, Hong Kong SAR",M,TOTAL,All Commodities,0.0,0.0,1669078032,0,1669078032,True
C,2014,JPN,Japan,HKG,"China, Hong Kong SAR",X,TOTAL,All Commodities,0.0,0.0,0,38143173329,38143173329,True
C,2014,KOR,Rep. of Korea,HKG,"China, Hong Kong SAR",M,TOTAL,All Commodities,0.0,0.0,1749599371,0,1749599371,True
C,2014,MEX,Mexico,JPN,Japan,M,TOTAL,All Commodities,0.0,0.0,0,17544720523,17544720523,False
C,2014,KOR,Rep. of Korea,JPN,Japan,X,TOTAL,All Commodities,0.0,0.0,0,32247789872,32247789872,True
C,2014,KOR,Rep. of Korea,JPN,Japan,M,TOTAL,All Commodities,0.0,0.0,53775886582,0,53775886582,True
C,2014,ITA,Italy,JPN,Japan,X,TOTAL,All Commodities,0.0,0.0,0,7112261203,7112261203,False
C,2014,ITA,Italy,JPN,Japan,M,TOTAL,All Commodities,0.0,0.0,3590568969,0,3590568969,False
C,2014,MEX,Mexico,ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,1560487150,1560487150,False
C,2014,KOR,Rep. of Korea,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,10131567893,10131567893,True
C,2014,MEX,Mexico,ITA,Italy,M,TOTAL,All Commodities,0.0,0.0,0,5211749781,5211749781,False
C,2014,KOR,Rep. of Korea,ITA,Italy,M,TOTAL,All Commodities,0.0,0.0,6260729919,0,6260729919,True
C,2014,JPN,Japan,ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,3514047386,3514047386,True
C,2014,JPN,Japan,ITA,Italy,M,TOTAL,All Commodities,0.0,0.0,8607391398,0,8607391398,True
C,2014,MEX,Mexico,HKG,"China, Hong Kong SAR",X,TOTAL,All Commodities,0.0,0.0,0,1026833381,1026833381,False
C,2014,MEX,Mexico,HKG,"China, Hong Kong SAR",M,TOTAL,All Commodities,0.0,0.0,0,290065049,290065049,False
C,2014,KOR,Rep. of Korea,HKG,"China, Hong Kong SAR",X,TOTAL,All Commodities,0.0,0.0,0,27275377898,27275377898,True
C,2014,KOR,Rep. of Korea,ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,3473857112,3473857112,True
C,2014,MEX,Mexico,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,0,1503305303,1503305303,False
C,2014,MEX,Mexico,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,254883523,254883523,False
C,2014,ITA,Italy,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,5559052453,0,5559052453,False
C,2014,KOR,Rep. of Korea,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,2891623163,0,2891623163,True
C,2014,KOR,Rep. of Korea,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,2068667102,2068667102,True
C,2014,MEX,Mexico,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,0,4753320782,4753320782,False
C,2014,MEX,Mexico,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,5786299451,5786299451,False
C,2014,ITA,Italy,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,13819537923,0,13819537923,False
C,2014,ITA,Italy,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,25329401240,25329401240,False
C,2014,JPN,Japan,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,7216047815,0,7216047815,True
C,2014,JPN,Japan,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,3029098901,3029098901,True
C,2014,KOR,Rep. of Korea,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,2770943352,0,2770943352,True
C,2014,KOR,Rep. of Korea,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,319951863,319951863,True
C,2014,MEX,Mexico,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,0,2006080746,2006080746,False
C,2014,MEX,Mexico,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,1492644480,1492644480,False
C,2014,ITA,Italy,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,833379420,0,833379420,False
C,2014,ITA,Italy,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,7076032888,7076032888,False
C,2014,JPN,Japan,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,41595447126,0,41595447126,True
C,2014,JPN,Japan,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,9533460947,9533460947,True
C,2014,KOR,Rep. of Korea,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,16196063991,0,16196063991,True
C,2014,JPN,Japan,USA,USA,M,TOTAL,All Commodities,0.0,0.0,73045283421,0,73045283421,True
C,2014,ITA,Italy,USA,USA,X,TOTAL,All Commodities,0.0,0.0,0,39508765866,39508765866,False
C,2014,ITA,Italy,USA,USA,M,TOTAL,All Commodities,0.0,0.0,16571633775,0,16571633775,False
C,2014,MEX,Mexico,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,1802677636,1802677636,False
C,2014,MEX,Mexico,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,0,2512877899,2512877899,False
C,2014,KOR,Rep. of Korea,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,6062342774,6062342774,True
C,2014,JPN,Japan,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,2303087812,2303087812,True
C,2014,KOR,Rep. of Korea,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,7441595188,0,7441595188,True
C,2014,JPN,Japan,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,6384287599,0,6384287599,True
C,2014,ITA,Italy,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,27799021255,27799021255,False
C,2014,ITA,Italy,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,13656213127,0,13656213127,False
C,2014,MEX,Mexico,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,391412684,391412684,False
C,2014,MEX,Mexico,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,0,164579398,164579398,False
C,2014,KOR,Rep. of Korea,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,7224508798,7224508798,True
C,2014,JPN,Japan,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,11183005934,11183005934,True
C,2014,JPN,Japan,FRA,France,X,TOTAL,All Commodities,0.0,0.0,0,5945716583,5945716583,True
C,2014,JPN,Japan,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,4096958080,0,4096958080,True
C,2014,ITA,Italy,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,22893727777,0,22893727777,False
C,2014,ITA,Italy,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,6398651963,6398651963,False
C,2014,JPN,Japan,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,47414450521,0,47414450521,True
C,2014,JPN,Japan,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,7600955246,7600955246,True
C,2014,KOR,Rep. of Korea,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,36724136107,0,36724136107,True
C,2014,KOR,Rep. of Korea,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,8286928279,8286928279,True
C,2014,MEX,Mexico,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,0,25089843,25089843,False
C,2014,MEX,Mexico,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,670277420,670277420,False
C,2014,ITA,Italy,IND,India,M,TOTAL,All Commodities,0.0,0.0,5541811832,0,5541811832,False
C,2014,ITA,Italy,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,4031752738,4031752738,False
C,2014,JPN,Japan,IND,India,M,TOTAL,All Commodities,0.0,0.0,6987496817,0,6987496817,True
C,2014,JPN,Japan,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,8130223772,8130223772,True
C,2014,KOR,Rep. of Korea,IND,India,M,TOTAL,All Commodities,0.0,0.0,5274759941,0,5274759941,True
C,2014,KOR,Rep. of Korea,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,12785378331,12785378331,True
C,2014,MEX,Mexico,IND,India,M,TOTAL,All Commodities,0.0,0.0,0,3723863625,3723863625,False
C,2014,MEX,Mexico,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,2664626289,2664626289,False
C,2014,ITA,Italy,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,303571138,0,303571138,False
C,2014,ITA,Italy,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,2795275035,2795275035,False
C,2014,MEX,Mexico,ZAF,South Africa,X,TOTAL,All Commodities,0.0,0.0,0,247824127,247824127,False
C,2014,MEX,Mexico,ZAF,South Africa,M,TOTAL,All Commodities,0.0,0.0,0,265625493,265625493,False
C,2014,KOR,Rep. of Korea,ZAF,South Africa,X,TOTAL,All Commodities,0.0,0.0,0,1475609551,1475609551,True
C,2014,KOR,Rep. of Korea,ZAF,South Africa,M,TOTAL,All Commodities,0.0,0.0,1624363285,0,1624363285,True
C,2014,JPN,Japan,ZAF,South Africa,X,TOTAL,All Commodities,0.0,0.0,0,3239559934,3239559934,True
C,2014,JPN,Japan,ZAF,South Africa,M,TOTAL,All Commodities,0.0,0.0,5709401954,0,5709401954,True
C,2014,ITA,Italy,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,23936326383,23936326383,False
C,2014,ITA,Italy,ZAF,South Africa,X,TOTAL,All Commodities,0.0,0.0,0,2499126646,2499126646,False
C,2014,MEX,Mexico,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,502274955,502274955,False
C,2014,MEX,Mexico,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,0,1187180848,1187180848,False
C,2014,KOR,Rep. of Korea,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,23905652121,23905652121,True
C,2014,KOR,Rep. of Korea,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,11306680589,0,11306680589,True
C,2014,JPN,Japan,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,21012895276,21012895276,True
C,2014,JPN,Japan,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,7883743826,0,7883743826,True
C,2014,ITA,Italy,ZAF,South Africa,M,TOTAL,All Commodities,0.0,0.0,2226869547,0,2226869547,False
C,2014,KOR,Rep. of Korea,USA,USA,M,TOTAL,All Commodities,0.0,0.0,45531184073,0,45531184073,True
C,2014,JPN,Japan,FRA,France,M,TOTAL,All Commodities,0.0,0.0,11469356771,0,11469356771,True
C,2014,ITA,Italy,FRA,France,M,TOTAL,All Commodities,0.0,0.0,40912570986,0,40912570986,False
C,2014,DEU,Germany,JPN,Japan,M,TOTAL,All Commodities,0.0,0.0,26500610094,0,26500610094,False
C,2014,DEU,Germany,JPN,Japan,X,TOTAL,All Commodities,0.0,0.0,0,22779312747,22779312747,False
C,2014,HKG,"China, Hong Kong SAR",JPN,Japan,M,TOTAL,All Commodities,0.0,0.0,38859523548,0,38859523548,True
C,2014,HKG,"China, Hong Kong SAR",JPN,Japan,X,TOTAL,All Commodities,0.0,0.0,0,17103149099,17103149099,True
C,2014,DEU,Germany,KOR,Rep. of Korea,M,TOTAL,All Commodities,0.0,0.0,10661567109,0,10661567109,False
C,2014,DEU,Germany,KOR,Rep. of Korea,X,TOTAL,All Commodities,0.0,0.0,0,20826021525,20826021525,False
C,2014,HKG,"China, Hong Kong SAR",KOR,Rep. of Korea,M,TOTAL,All Commodities,0.0,0.0,23156384617,0,23156384617,True
C,2014,HKG,"China, Hong Kong SAR",KOR,Rep. of Korea,X,TOTAL,All Commodities,0.0,0.0,0,8293441488,8293441488,True
C,2014,DEU,Germany,MEX,Mexico,M,TOTAL,All Commodities,0.0,0.0,4942843338,0,4942843338,False
C,2014,DEU,Germany,MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,12099605671,12099605671,False
C,2014,HKG,"China, Hong Kong SAR",MEX,Mexico,M,TOTAL,All Commodities,0.0,0.0,904516332,0,904516332,True
C,2014,HKG,"China, Hong Kong SAR",MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,3721479173,3721479173,True
C,2014,DEU,Germany,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,107890328155,0,107890328155,False
C,2014,DEU,Germany,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,93045614548,93045614548,False
C,2014,HKG,"China, Hong Kong SAR",ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,3146054349,3146054349,True
C,2014,HKG,"China, Hong Kong SAR",NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,3363023740,0,3363023740,True
C,2014,DEU,Germany,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,5305344358,0,5305344358,False
C,2014,DEU,Germany,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,1852343235,1852343235,False
C,2014,HKG,"China, Hong Kong SAR",NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,74020120,0,74020120,True
C,2014,HKG,"China, Hong Kong SAR",NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,578494480,578494480,True
C,2014,DEU,Germany,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,37042739736,0,37042739736,False
C,2014,DEU,Germany,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,39845206159,39845206159,False
C,2014,HKG,"China, Hong Kong SAR",RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,1332182774,0,1332182774,True
C,2014,HKG,"China, Hong Kong SAR",RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,2338007781,2338007781,True
C,2014,DEU,Germany,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,1475186224,0,1475186224,False
C,2014,DEU,Germany,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,11901919261,11901919261,False
C,2014,HKG,"China, Hong Kong SAR",SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,642562020,0,642562020,True
