typecode,refyear,reporteriso,reporterdesc,partneriso,partnerdesc,flowcode,cmdcode,cmddesc,qty,netwgt,cifvalue,fobvalue,primaryvalue,isreported
C,2012,RUS,Russian Federation,HKG,"China, Hong Kong SAR",M,TOTAL,All Commodities,0.0,0.0,88884659,0,88884659,True
C,2012,RUS,Russian Federation,HKG,"China, Hong Kong SAR",X,TOTAL,All Commodities,0.0,0.0,0,1410760130,1410760130,True
C,2012,SAU,Saudi Arabia,HKG,"China, Hong Kong SAR",M,TOTAL,All Commodities,0.0,0.0,53392067,0,53392067,True
C,2012,SAU,Saudi Arabia,HKG,"China, Hong Kong SAR",X,TOTAL,All Commodities,0.0,0.0,0,451840031,451840031,True
C,2012,NLD,Netherlands,ITA,Italy,M,TOTAL,All Commodities,0.0,0.0,10062315184,0,10062315184,False
C,2012,NLD,Netherlands,ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,25179882564,25179882564,False
C,2012,NGA,Nigeria,DEU,Germany,X,TOTAL,All Commodities,0.0,0.0,0,2144153199,2144153199,True
C,2012,NGA,Nigeria,CHN,China,M,TOTAL,All Commodities,0.0,0.0,7715360743,0,7715360743,True
C,2012,NLD,Netherlands,CHN,China,X,TOTAL,All Commodities,0.0,0.0,0,9832573199,9832573199,False
C,2012,NLD,Netherlands,CHN,China,M,TOTAL,All Commodities,0.0,0.0,41012723859,0,41012723859,False
C,2012,NLD,Netherlands,AUS,Australia,X,TOTAL,All Commodities,0.0,0.0,0,2951122808,2951122808,False
C,2012,NGA,Nigeria,AUS,Australia,M,TOTAL,All Commodities,0.0,0.0,426492246,0,426492246,True
C,2012,NGA,Nigeria,AUS,Australia,X,TOTAL,All Commodities,0.0,0.0,0,3184903591,3184903591,True
C,2012,RUS,Russian Federation,AUS,Australia,M,TOTAL,All Commodities,0.0,0.0,896275684,0,896275684,True
C,2012,RUS,Russian Federation,AUS,Australia,X,TOTAL,All Commodities,0.0,0.0,0,106717005,106717005,True
C,2012,SAU,Saudi Arabia,AUS,Australia,M,TOTAL,All Commodities,0.0,0.0,2166728575,0,2166728575,True
C,2012,SAU,Saudi Arabia,AUS,Australia,X,TOTAL,All Commodities,0.0,0.0,0,348889769,348889769,True
C,2012,NLD,Netherlands,BEL,Belgium,M,TOTAL,All Commodities,0.0,0.0,48464715212,0,48464715212,False
C,2012,NLD,Netherlands,BEL,Belgium,X,TOTAL,All Commodities,0.0,0.0,0,62389321797,62389321797,False
C,2012,NGA,Nigeria,BEL,Belgium,M,TOTAL,All Commodities,0.0,0.0,1312155381,0,1312155381,True
C,2012,NGA,Nigeria,BEL,Belgium,X,TOTAL,All Commodities,0.0,0.0,0,1049738015,1049738015,True
C,2012,RUS,Russian Federation,BEL,Belgium,M,TOTAL,All Commodities,0.0,0.0,4490432277,0,4490432277,True
C,2012,RUS,Russian Federation,BEL,Belgium,X,TOTAL,All Commodities,0.0,0.0,0,6799323536,6799323536,True
C,2012,SAU,Saudi Arabia,BEL,Belgium,M,TOTAL,All Commodities,0.0,0.0,1071292806,0,1071292806,True
C,2012,SAU,Saudi Arabia,BEL,Belgium,X,TOTAL,All Commodities,0.0,0.0,0,1631057239,1631057239,True
C,2012,NLD,Netherlands,BRA,Brazil,M,TOTAL,All Commodities,0.0,0.0,7254179646,0,7254179646,False
C,2012,NLD,Netherlands,BRA,Brazil,X,TOTAL,All Commodities,0.0,0.0,0,3963244807,3963244807,False
C,2012,SAU,Saudi Arabia,CAN,Canada,X,TOTAL,All Commodities,0.0,0.0,0,23106162,23106162,True
C,2012,SAU,Saudi Arabia,CAN,Canada,M,TOTAL,All Commodities,0.0,0.0,1975027535,0,1975027535,True
C,2012,RUS,Russian Federation,CAN,Canada,X,TOTAL,All Commodities,0.0,0.0,0,345254969,345254969,True
C,2012,RUS,Russian Federation,CAN,Canada,M,TOTAL,All Commodities,0.0,0.0,2473199710,0,2473199710,True
C,2012,NGA,Nigeria,CAN,Canada,X,TOTAL,All Commodities,0.0,0.0,0,2175253184,2175253184,True
C,2012,NGA,Nigeria,CAN,Canada,M,TOTAL,All Commodities,0.0,0.0,12468466,0,12468466,True
C,2012,NGA,Nigeria,ITA,Italy,M,TOTAL,All Commodities,0.0,0.0,747716424,0,747716424,True
C,2012,NLD,Netherlands,CAN,Canada,X,TOTAL,All Commodities,0.0,0.0,0,2529897345,2529897345,False
C,2012,SAU,Saudi Arabia,BRA,Brazil,X,TOTAL,All Commodities,0.0,0.0,0,156790596,156790596,True
C,2012,SAU,Saudi Arabia,BRA,Brazil,M,TOTAL,All Commodities,0.0,0.0,3132772183,0,3132772183,True
C,2012,RUS,Russian Federation,BRA,Brazil,X,TOTAL,All Commodities,0.0,0.0,0,2304866503,2304866503,True
C,2012,RUS,Russian Federation,BRA,Brazil,M,TOTAL,All Commodities,0.0,0.0,3358765126,0,3358765126,True
C,2012,NGA,Nigeria,BRA,Brazil,X,TOTAL,All Commodities,0.0,0.0,0,10791458476,10791458476,True
C,2012,NGA,Nigeria,BRA,Brazil,M,TOTAL,All Commodities,0.0,0.0,2867581306,0,2867581306,True
C,2012,NLD,Netherlands,CAN,Canada,M,TOTAL,All Commodities,0.0,0.0,2159198465,0,2159198465,False
C,2012,NGA,Nigeria,ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,8796790526,8796790526,True
C,2012,RUS,Russian Federation,ITA,Italy,M,TOTAL,All Commodities,0.0,0.0,13426404132,0,13426404132,True
C,2012,RUS,Russian Federation,ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,28007565316,28007565316,True
C,2012,RUS,Russian Federation,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,197857423,197857423,True
C,2012,SAU,Saudi Arabia,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,1913602,0,1913602,True
C,2012,SAU,Saudi Arabia,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,169870079,169870079,True
C,2012,NLD,Netherlands,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,26133127580,0,26133127580,False
C,2012,NLD,Netherlands,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,9088596802,9088596802,False
C,2012,NGA,Nigeria,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,237027646,0,237027646,True
C,2012,NGA,Nigeria,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,4187097,4187097,True
C,2012,SAU,Saudi Arabia,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,1462555695,0,1462555695,True
C,2012,SAU,Saudi Arabia,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,46106991,46106991,True
C,2012,NLD,Netherlands,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,5997656151,0,5997656151,False
C,2012,NLD,Netherlands,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,2871385932,2871385932,False
C,2012,NGA,Nigeria,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,122276012,0,122276012,True
C,2012,NGA,Nigeria,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,5606461,5606461,True
C,2012,RUS,Russian Federation,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,270150684,0,270150684,True
C,2012,RUS,Russian Federation,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,1088625462,1088625462,True
C,2012,NLD,Netherlands,IND,India,M,TOTAL,All Commodities,0.0,0.0,5771154071,0,5771154071,False
C,2012,NLD,Netherlands,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,2463377111,2463377111,False
C,2012,SAU,Saudi Arabia,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,3488492094,3488492094,True
C,2012,SAU,Saudi Arabia,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,1065060798,0,1065060798,True
C,2012,RUS,Russian Federation,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,1589332520,1589332520,True
C,2012,RUS,Russian Federation,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,413959223,0,413959223,True
C,2012,NGA,Nigeria,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,1490529435,1490529435,True
C,2012,NGA,Nigeria,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,397994968,0,397994968,True
C,2012,RUS,Russian Federation,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,25294184,0,25294184,True
C,2012,NLD,Netherlands,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,5362533547,5362533547,False
C,2012,SAU,Saudi Arabia,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,2525522890,2525522890,True
C,2012,SAU,Saudi Arabia,IND,India,M,TOTAL,All Commodities,0.0,0.0,5125704274,0,5125704274,True
C,2012,RUS,Russian Federation,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,7566692506,7566692506,True
C,2012,RUS,Russian Federation,IND,India,M,TOTAL,All Commodities,0.0,0.0,3041318033,0,3041318033,True
C,2012,NGA,Nigeria,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,15895243806,15895243806,True
C,2012,NGA,Nigeria,IND,India,M,TOTAL,All Commodities,0.0,0.0,2887641814,0,2887641814,True
C,2012,NLD,Netherlands,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,4476590821,0,4476590821,False
C,2012,IND,India,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,32826638762,0,32826638762,True
C,2012,NLD,Netherlands,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,3455102207,3455102207,False
C,2012,SAU,Saudi Arabia,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,674934977,674934977,True
C,2012,SAU,Saudi Arabia,ITA,Italy,M,TOTAL,All Commodities,0.0,0.0,4520349117,0,4520349117,True
C,2012,SAU,Saudi Arabia,ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,932768899,932768899,True
C,2012,NLD,Netherlands,JPN,Japan,M,TOTAL,All Commodities,0.0,0.0,12766184919,0,12766184919,False
C,2012,NLD,Netherlands,JPN,Japan,X,TOTAL,All Commodities,0.0,0.0,0,4551536809,4551536809,False
C,2012,NGA,Nigeria,JPN,Japan,M,TOTAL,All Commodities,0.0,0.0,981134200,0,981134200,True
C,2012,NGA,Nigeria,JPN,Japan,X,TOTAL,All Commodities,0.0,0.0,0,699557349,699557349,True
C,2012,RUS,Russian Federation,JPN,Japan,M,TOTAL,All Commodities,0.0,0.0,15676090030,0,15676090030,True
C,2012,RUS,Russian Federation,JPN,Japan,X,TOTAL,All Commodities,0.0,0.0,0,15588026760,15588026760,True
C,2012,SAU,Saudi Arabia,JPN,Japan,M,TOTAL,All Commodities,0.0,0.0,10349752671,0,10349752671,True
C,2012,SAU,Saudi Arabia,JPN,Japan,X,TOTAL,All Commodities,0.0,0.0,0,383595946,383595946,True
C,2012,NLD,Netherlands,KOR,Rep. of Korea,M,TOTAL,All Commodities,0.0,0.0,3146740407,0,3146740407,False
C,2012,NLD,Netherlands,KOR,Rep. of Korea,X,TOTAL,All Commodities,0.0,0.0,0,4333013787,4333013787,False
C,2012,NGA,Nigeria,KOR,Rep. of Korea,M,TOTAL,All Commodities,0.0,0.0,555933645,0,555933645,True
C,2012,NGA,Nigeria,KOR,Rep. of Korea,X,TOTAL,All Commodities,0.0,0.0,0,47603184,47603184,True
C,2012,RUS,Russian Federation,KOR,Rep. of Korea,M,TOTAL,All Commodities,0.0,0.0,10976879220,0,10976879220,True
C,2012,RUS,Russian Federation,KOR,Rep. of Korea,X,TOTAL,All Commodities,0.0,0.0,0,13865478841,13865478841,True
C,2012,SAU,Saudi Arabia,KOR,Rep. of Korea,M,TOTAL,All Commodities,0.0,0.0,9374051184,0,9374051184,True
C,2012,SAU,Saudi Arabia,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,1626704967,0,1626704967,True
C,2012,RUS,Russian Federation,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,76036013738,76036013738,True
C,2012,RUS,Russian Federation,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,5979837968,0,5979837968,True
C,2012,NGA,Nigeria,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,9957569051,9957569051,True
C,2012,NGA,Nigeria,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,518563975,0,518563975,True
C,2012,SAU,Saudi Arabia,MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,38071514,38071514,True
C,2012,NLD,Netherlands,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,5695080576,0,5695080576,False
C,2012,SAU,Saudi Arabia,MEX,Mexico,M,TOTAL,All Commodities,0.0,0.0,982174828,0,982174828,True
C,2012,RUS,Russian Federation,MEX,Mexico,M,TOTAL,All Commodities,0.0,0.0,1094094930,0,1094094930,True
C,2012,NGA,Nigeria,MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,1125598,1125598,True
C,2012,NGA,Nigeria,MEX,Mexico,M,TOTAL,All Commodities,0.0,0.0,67867,0,67867,True
C,2012,NLD,Netherlands,MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,3771144334,3771144334,False
C,2012,NLD,Netherlands,MEX,Mexico,M,TOTAL,All Commodities,0.0,0.0,2069004344,0,2069004344,False
C,2012,SAU,Saudi Arabia,KOR,Rep. of Korea,X,TOTAL,All Commodities,0.0,0.0,0,985106298,985106298,True
C,2012,RUS,Russian Federation,MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,492467662,492467662,True
C,2012,IND,India,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,8546653761,8546653761,True
C,2012,SGP,Singapore,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,17210513084,0,17210513084,False
C,2012,SGP,Singapore,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,1206948247,1206948247,False
C,2012,CHE,Switzerland,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,5438683933,5438683933,False
C,2012,CHE,Switzerland,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,13950046876,0,13950046876,False
C,2012,CHE,Switzerland,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,30157450039,30157450039,False
C,2012,ARE,United Arab Emirates,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,7379371480,0,7379371480,True
C,2012,ARE,United Arab Emirates,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,1874554758,1874554758,True
C,2012,CHE,Switzerland,USA,USA,M,TOTAL,All Commodities,0.0,0.0,25438767734,0,25438767734,False
C,2012,CHE,Switzerland,USA,USA,X,TOTAL,All Commodities,0.0,0.0,0,25493123881,25493123881,False
C,2012,ARE,United Arab Emirates,USA,USA,M,TOTAL,All Commodities,0.0,0.0,23561601633,0,23561601633,True
C,2012,ARE,United Arab Emirates,USA,USA,X,TOTAL,All Commodities,0.0,0.0,0,2205371173,2205371173,True
C,2012,GBR,United Kingdom,AUS,Australia,M,TOTAL,All Commodities,0.0,0.0,7105470320,0,7105470320,True
C,2012,GBR,United Kingdom,AUS,Australia,X,TOTAL,All Commodities,0.0,0.0,0,7017649342,7017649342,True
C,2012,USA,USA,AUS,Australia,M,TOTAL,All Commodities,0.0,0.0,9673186809,0,9673186809,True
C,2012,USA,USA,AUS,Australia,X,TOTAL,All Commodities,0.0,0.0,0,31145106750,31145106750,True
C,2012,GBR,United Kingdom,BEL,Belgium,M,TOTAL,All Commodities,0.0,0.0,28328933244,0,28328933244,True
C,2012,CHE,Switzerland,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,17023039445,0,17023039445,False
C,2012,GBR,United Kingdom,BEL,Belgium,X,TOTAL,All Commodities,0.0,0.0,0,21702277581,21702277581,True
C,2012,USA,USA,BEL,Belgium,X,TOTAL,All Commodities,0.0,0.0,0,29434611521,29434611521,True
C,2012,GBR,United Kingdom,BRA,Brazil,M,TOTAL,All Commodities,0.0,0.0,5088045341,0,5088045341,True
C,2012,GBR,United Kingdom,BRA,Brazil,X,TOTAL,All Commodities,0.0,0.0,0,4093083668,4093083668,True
C,2012,USA,USA,BRA,Brazil,M,TOTAL,All Commodities,0.0,0.0,33254643141,0,33254643141,True
C,2012,USA,USA,BRA,Brazil,X,TOTAL,All Commodities,0.0,0.0,0,43771024012,43771024012,True
C,2012,GBR,United Kingdom,CAN,Canada,M,TOTAL,All Commodities,0.0,0.0,18840454560,0,18840454560,True
C,2012,GBR,United Kingdom,CAN,Canada,X,TOTAL,All Commodities,0.0,0.0,0,7692770568,7692770568,True
C,2012,USA,USA,CAN,Canada,M,TOTAL,All Commodities,0.0,0.0,327502570360,0,327502570360,True
C,2012,USA,USA,CAN,Canada,X,TOTAL,All Commodities,0.0,0.0,0,292567766742,292567766742,True
C,2012,GBR,United Kingdom,CHN,China,M,TOTAL,All Commodities,0.0,0.0,56267400219,0,56267400219,True
C,2012,GBR,United Kingdom,CHN,China,X,TOTAL,All Commodities,0.0,0.0,0,15688190984,15688190984,True
C,2012,USA,USA,CHN,China,M,TOTAL,All Commodities,0.0,0.0,444386003526,0,444386003526,True
C,2012,USA,USA,CHN,China,X,TOTAL,All Commodities,0.0,0.0,0,110516535986,110516535986,True
C,2012,GBR,United Kingdom,FRA,France,M,TOTAL,All Commodities,0.0,0.0,37745971846,0,37745971846,True
C,2012,USA,USA,BEL,Belgium,M,TOTAL,All Commodities,0.0,0.0,17734069932,0,17734069932,True
C,2012,ARE,United Arab Emirates,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,18018598656,18018598656,True
C,2012,ARE,United Arab Emirates,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,5997662302,0,5997662302,True
C,2012,ARE,United Arab Emirates,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,209935608,209935608,True
C,2012,CHE,Switzerland,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,6818702456,0,6818702456,False
C,2012,CHE,Switzerland,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,5520775986,5520775986,False
C,2012,ARE,United Arab Emirates,NLD,Netherlands,M,TOTAL,All Commodities,0.0,0.0,1787908427,0,1787908427,True
C,2012,ARE,United Arab Emirates,NLD,Netherlands,X,TOTAL,All Commodities,0.0,0.0,0,840898255,840898255,True
C,2012,CHE,Switzerland,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,549142527,0,549142527,False
C,2012,CHE,Switzerland,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,236262807,236262807,False
C,2012,ARE,United Arab Emirates,NGA,Nigeria,M,TOTAL,All Commodities,0.0,0.0,430071708,0,430071708,True
C,2012,ARE,United Arab Emirates,NGA,Nigeria,X,TOTAL,All Commodities,0.0,0.0,0,988273657,988273657,True
C,2012,CHE,Switzerland,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,3082451198,0,3082451198,False
C,2012,CHE,Switzerland,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,3157654873,3157654873,False
C,2012,ARE,United Arab Emirates,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,1203964678,0,1203964678,True
C,2012,ARE,United Arab Emirates,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,521334218,521334218,True
C,2012,CHE,Switzerland,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,299605796,0,299605796,False
C,2012,CHE,Switzerland,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,3904483365,3904483365,False
C,2012,ARE,United Arab Emirates,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,4939847240,0,4939847240,True
C,2012,ARE,United Arab Emirates,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,12703086337,12703086337,True
C,2012,CHE,Switzerland,IND,India,M,TOTAL,All Commodities,0.0,0.0,1547267800,0,1547267800,False
C,2012,ARE,United Arab Emirates,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,2054357298,0,2054357298,True
C,2012,CHE,Switzerland,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,5894435703,5894435703,False
C,2012,CHE,Switzerland,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,6667483377,0,6667483377,False
C,2012,ARE,United Arab Emirates,ZAF,South Africa,X,TOTAL,All Commodities,0.0,0.0,0,625438573,625438573,True
C,2012,ARE,United Arab Emirates,ZAF,South Africa,M,TOTAL,All Commodities,0.0,0.0,1244303919,0,1244303919,True
C,2012,CHE,Switzerland,ZAF,South Africa,X,TOTAL,All Commodities,0.0,0.0,0,785126415,785126415,False
C,2012,GBR,United Kingdom,FRA,France,X,TOTAL,All Commodities,0.0,0.0,0,34477024583,34477024583,True
C,2012,CHE,Switzerland,ZAF,South Africa,M,TOTAL,All Commodities,0.0,0.0,1899143436,0,1899143436,False
C,2012,ARE,United Arab Emirates,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,2203540598,0,2203540598,True
C,2012,CHE,Switzerland,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,7013043429,7013043429,False
C,2012,CHE,Switzerland,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,2242274492,0,2242274492,False
C,2012,ARE,United Arab Emirates,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,23361303553,23361303553,True
C,2012,ARE,United Arab Emirates,IND,India,M,TOTAL,All Commodities,0.0,0.0,25533300223,0,25533300223,True
C,2012,CHE,Switzerland,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,30626694545,30626694545,False
C,2012,ARE,United Arab Emirates,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,2476056776,2476056776,True
C,2012,USA,USA,FRA,France,M,TOTAL,All Commodities,0.0,0.0,42533569567,0,42533569567,True
C,2012,USA,USA,FRA,France,X,TOTAL,All Commodities,0.0,0.0,0,31925499802,31925499802,True
C,2012,GBR,United Kingdom,DEU,Germany,M,TOTAL,All Commodities,0.0,0.0,83087741938,0,83087741938,True
C,2012,GBR,United Kingdom,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,1992308063,0,1992308063,True
C,2012,GBR,United Kingdom,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,5165374777,5165374777,True
C,2012,USA,USA,SAU,Saudi Arabia,M,TOTAL,All Commodities,0.0,0.0,57327161821,0,57327161821,True
C,2012,USA,USA,SAU,Saudi Arabia,X,TOTAL,All Commodities,0.0,0.0,0,17961238469,17961238469,True
C,2012,GBR,United Kingdom,IND,India,M,TOTAL,All Commodities,0.0,0.0,9275818763,0,9275818763,True
C,2012,GBR,United Kingdom,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,7239687132,7239687132,True
C,2012,USA,USA,IND,India,M,TOTAL,All Commodities,0.0,0.0,41904468276,0,41904468276,True
C,2012,USA,USA,IND,India,X,TOTAL,All Commodities,0.0,0.0,0,22105715150,22105715150,True
C,2012,GBR,United Kingdom,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,4453409038,0,4453409038,True
C,2012,GBR,United Kingdom,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,6905515923,6905515923,True
C,2012,USA,USA,SGP,Singapore,M,TOTAL,All Commodities,0.0,0.0,20462918519,0,20462918519,True
C,2012,USA,USA,SGP,Singapore,X,TOTAL,All Commodities,0.0,0.0,0,30499150704,30499150704,True
C,2012,GBR,United Kingdom,ZAF,South Africa,M,TOTAL,All Commodities,0.0,0.0,9938860571,0,9938860571,True
C,2012,GBR,United Kingdom,ZAF,South Africa,X,TOTAL,All Commodities,0.0,0.0,0,5500087978,5500087978,True
C,2012,USA,USA,ZAF,South Africa,M,TOTAL,All Commodities,0.0,0.0,8829784618,0,8829784618,True
C,2012,USA,USA,ZAF,South Africa,X,TOTAL,All Commodities,0.0,0.0,0,7552736463,7552736463,True
C,2012,GBR,United Kingdom,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,17444693520,0,17444693520,True
C,2012,USA,USA,GBR,United Kingdom,X,TOTAL,All Commodities,0.0,0.0,0,54853629477,54853629477,True
C,2012,USA,USA,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,56004751199,0,56004751199,True
C,2012,GBR,United Kingdom,GBR,United Kingdom,M,TOTAL,All Commodities,0.0,0.0,4953159817,0,4953159817,True
C,2012,USA,USA,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,22552553308,22552553308,True
C,2012,USA,USA,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,2326199501,0,2326199501,True
C,2012,GBR,United Kingdom,ARE,United Arab Emirates,X,TOTAL,All Commodities,0.0,0.0,0,8247370805,8247370805,True
C,2012,USA,USA,RUS,Russian Federation,X,TOTAL,All Commodities,0.0,0.0,0,10695291383,10695291383,True
C,2012,GBR,United Kingdom,ARE,United Arab Emirates,M,TOTAL,All Commodities,0.0,0.0,1743823403,0,1743823403,True
C,2012,USA,USA,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,26211249936,0,26211249936,True
C,2012,GBR,United Kingdom,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,16207200509,16207200509,True
C,2012,GBR,United Kingdom,CHE,Switzerland,M,TOTAL,All Commodities,0.0,0.0,27560769582,0,27560769582,True
C,2012,USA,USA,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,9551878628,9551878628,True
C,2012,USA,USA,ESP,Spain,M,TOTAL,All Commodities,0.0,0.0,12199506803,0,12199506803,True
C,2012,GBR,United Kingdom,ESP,Spain,X,TOTAL,All Commodities,0.0,0.0,0,12924130970,12924130970,True
C,2012,USA,USA,CHE,Switzerland,X,TOTAL,All Commodities,0.0,0.0,0,26363312461,26363312461,True
C,2012,ARE,United Arab Emirates,MEX,Mexico,X,TOTAL,All Commodities,0.0,0.0,0,52800589,52800589,True
C,2012,USA,USA,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,30232470771,0,30232470771,True
C,2012,GBR,United Kingdom,RUS,Russian Federation,M,TOTAL,All Commodities,0.0,0.0,15071606535,0,15071606535,True
C,2012,GBR,United Kingdom,DEU,Germany,X,TOTAL,All Commodities,0.0,0.0,0,52046679285,52046679285,True
C,2012,USA,USA,DEU,Germany,M,TOTAL,All Commodities,0.0,0.0,111298413237,0,111298413237,True
C,2012,USA,USA,DEU,Germany,X,TOTAL,All Commodities,0.0,0.0,0,48372035059,48372035059,True
C,2012,GBR,United Kingdom,HKG,"China, Hong Kong SAR",M,TOTAL,All Commodities,0.0,0.0,3964580963,0,3964580963,True
C,2012,GBR,United Kingdom,HKG,"China, Hong Kong SAR",X,TOTAL,All Commodities,0.0,0.0,0,9129303903,9129303903,True
C,2012,USA,USA,HKG,"China, Hong Kong SAR",M,TOTAL,All Commodities,0.0,0.0,5569721973,0,5569721973,True
C,2012,USA,USA,HKG,"China, Hong Kong SAR",X,TOTAL,All Commodities,0.0,0.0,0,37437332878,37437332878,True
C,2012,GBR,United Kingdom,ITA,Italy,M,TOTAL,All Commodities,0.0,0.0,22349077122,0,22349077122,True
C,2012,GBR,United Kingdom,ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,12382520927,12382520927,True
C,2012,USA,USA,ITA,Italy,M,TOTAL,All Commodities,0.0,0.0,38179400506,0,38179400506,True
C,2012,USA,USA,ITA,Italy,X,TOTAL,All Commodities,0.0,0.0,0,16096249448,16096249448,True
