typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","22789570438.78",,"22789570438.78","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"47724233536.832","47724233536.832","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1244576768",,"1244576768","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5313471976","5313471976","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","13021467978",,"13021467978","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5928165586","5928165586","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","4629511654",,"4629511654","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"228441352","228441352","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","84312089259.944",,"84312089259.944","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","276","DEU","Germany","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"141981267994.574","141981267994.574","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1544481915",,"1544481915","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2069447950","2069447950","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","37904568529",,"37904568529","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","276","DEU","Germany","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"22962139217","22962139217","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","11801955286",,"11801955286","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","276","DEU","Germany","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"288992361","288992361","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2540244362.28",,"2540244362.28","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"2509934135.449","2509934135.449","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","160084649",,"160084649","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"162402031","162402031","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","172184365",,"172184365","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3026196941","3026196941","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","50258729",,"50258729","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"229899754","229899754","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","380","ITA","Italy","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","10713726597.993",,"10713726597.993","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","380","ITA","Italy","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"26279440928.954","26279440928.954","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","768997041",,"768997041","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"6317958214","6317958214","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","380","ITA","Italy","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","14553947804",,"14553947804","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","380","ITA","Italy","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"29156005751","29156005751","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","380","ITA","Italy","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5288103410",,"5288103410","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","380","ITA","Italy","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"790735388","790735388","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","392","JPN","Japan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","11191470445.698",,"11191470445.698","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","392","JPN","Japan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4220964302.303","4220964302.303","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","600330677",,"600330677","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"451862575","451862575","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","392","JPN","Japan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","13560499940",,"13560499940","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","392","JPN","Japan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"19667507623","19667507623","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","392","JPN","Japan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","9325858324",,"9325858324","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","392","JPN","Japan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"666987767","666987767","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","3798655333.976",,"3798655333.976","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4664803569.508","4664803569.508","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","410","KOR","Rep. of Korea","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1324659502",,"1324659502","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","410","KOR","Rep. of Korea","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"30278308","30278308","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","10305436128",,"10305436128","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"14867070241","14867070241","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","9512995891",,"9512995891","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1365243840","1365243840","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","484","MEX","Mexico","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1757062811.05",,"1757062811.05","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","484","MEX","Mexico","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"3591133259.349","3591133259.349","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","484","MEX","Mexico","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","30533710",,"30533710","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","484","MEX","Mexico","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"77278650","77278650","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","484","MEX","Mexico","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1047560967",,"1047560967","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","484","MEX","Mexico","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"855361273","855361273","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","484","MEX","Mexico","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1615056685",,"1615056685","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","484","MEX","Mexico","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"55318736","55318736","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2417673528",,"2417673528","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"9520383140","9520383140","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","528","NLD","Netherlands","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5837158205",,"5837158205","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","528","NLD","Netherlands","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"69259511323","69259511323","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","528","NLD","Netherlands","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1760890468",,"1760890468","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","528","NLD","Netherlands","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"519511849","519511849","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","566","NGA","Nigeria","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","4985941225.313",,"4985941225.313","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","566","NGA","Nigeria","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"3585469619.106","3585469619.106","4","false","true",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","566","NGA","Nigeria","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","31231390",,"31231390","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","566","NGA","Nigeria","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"267881789","267881789","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","566","NGA","Nigeria","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1067468",,"1067468","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","566","NGA","Nigeria","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"234542960","234542960","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","643","RUS","Russian Federation","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","27379121443.453",,"27379121443.453","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"9067601522.254","9067601522.254","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","643","RUS","Russian Federation","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","238006933",,"238006933","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","643","RUS","Russian Federation","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"11191037","11191037","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","643","RUS","Russian Federation","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1689306378",,"1689306378","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"37556847","37556847","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","682","SAU","Saudi Arabia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5032922438.453",,"5032922438.453","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","682","SAU","Saudi Arabia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"3007525359.956","3007525359.956","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","682","SAU","Saudi Arabia","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","257745129",,"257745129","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","682","SAU","Saudi Arabia","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"29939200","29939200","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","682","SAU","Saudi Arabia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","288623226",,"288623226","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","682","SAU","Saudi Arabia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"789103276","789103276","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","699","IND","India","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5484337131.434",,"5484337131.434","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","699","IND","India","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"2169202671.364","2169202671.364","4","false","true",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","M","Import","699","IND","India","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2109553828",,"2109553828","0","true","false",
"C","A","20130101","2013","52","2013","566","NGA","Nigeria","X","Export","699","IND","India","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"11453440738","11453440738","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","M","Import","699","IND","India","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3091180111",,"3091180111","0","true","false",
"C","A","20130101","2013","52","2013","643","RUS","Russian Federation","X","Export","699","IND","India","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"6982660212","6982660212","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","M","Import","699","IND","India","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5720071417",,"5720071417","0","true","false",
"C","A","20130101","2013","52","2013","682","SAU","Saudi Arabia","X","Export","699","IND","India","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2747303967","2747303967","0","true","false",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","M","Import","702","SGP","Singapore","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","3542775826.12",,"3542775826.12","4","false","true",
"C","A","20130101","2013","52","2013","528","NLD","Netherlands","X","Export","702","SGP","Singapore","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4981834811.792","4981834811.792","4","false","true",
