typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","76","BRA","Brazil","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1331244009","1331244009","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","76","BRA","Brazil","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","4251410370",,"4251410370","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","76","BRA","Brazil","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2749656292","2749656292","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","76","BRA","Brazil","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","188273700","184943825","188273700","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2384216111","2384216111","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1294341301","1294341301","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2979331193",,"2979331193","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3098162290","3098162290","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","3520843115","3210602145","3520843115","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1864981838","1864981838","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","156","CHN","China","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"31588260655","31588260655","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","156","CHN","China","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"27225181982","27225181982","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","156","CHN","China","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","19729995986",,"19729995986","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","156","CHN","China","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5050398006","5050398006","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","156","CHN","China","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","21737741880","20035446107","21737741880","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","156","CHN","China","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"16519994032","16519994032","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4382430994","4382430994","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1478794428","1478794428","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","51928596915",,"51928596915","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"82435028961","82435028961","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","4893920835","4701750177","4893920835","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4185230723","4185230723","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"10003689063","10003689063","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1547095730","1547095730","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","79859448173",,"79859448173","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"93191910551","93191910551","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","12463098473","12024844500","12463098473","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"8847430437","8847430437","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1274160697","1274160697","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2528200752","2528200752","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1016204479",,"1016204479","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2538741364","2538741364","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","854165456","785144585","854165456","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1807030337","1807030337","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4747998995","4747998995","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1420528572","1420528572","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","14681551545",,"14681551545","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"22079322577","22079322577","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","4828715734","4612639046","4828715734","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4758749652","4758749652","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"18049342720","18049342720","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"42731584689","42731584689","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","12569906708",,"12569906708","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3106903177","3106903177","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","7158296324","6803585194","7158296324","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"6111848488","6111848488","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","410","KOR","Rep. of Korea","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5730763481","5730763481","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","410","KOR","Rep. of Korea","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"15485801532","15485801532","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","410","KOR","Rep. of Korea","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3595103808",,"3595103808","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","410","KOR","Rep. of Korea","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1762990204","1762990204","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","410","KOR","Rep. of Korea","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5748195501","5412877973","5748195501","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","410","KOR","Rep. of Korea","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"3133101470","3133101470","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","484","MEX","Mexico","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1230013048","1230013048","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","484","MEX","Mexico","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"565335990","565335990","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","484","MEX","Mexico","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1718988193",,"1718988193","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","484","MEX","Mexico","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1252245291","1252245291","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","484","MEX","Mexico","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","3279337791","3125239640","3279337791","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","484","MEX","Mexico","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4278344164","4278344164","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1623254921","1623254921","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3051366203","3051366203","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","89845870876",,"89845870876","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"57559867565","57559867565","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1533673433","1477019760","1533673433","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"9982184794","9982184794","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","566","NGA","Nigeria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"734571","734571","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","566","NGA","Nigeria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"34738091","34738091","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","566","NGA","Nigeria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","159156137",,"159156137","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","566","NGA","Nigeria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1224369542","1224369542","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","566","NGA","Nigeria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","6875821828","6764810547","6875821828","0","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","566","NGA","Nigeria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1534740336","1534740336","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","643","RUS","Russian Federation","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"541909781","541909781","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","643","RUS","Russian Federation","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"933774255","933774255","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","643","RUS","Russian Federation","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","8097970362",,"8097970362","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","X","Export","643","RUS","Russian Federation","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5345726482","5345726482","0","true","false",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","M","Import","643","RUS","Russian Federation","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","3542340086","3332323933","3542340086","4","false","true",
"C","A","20080101","2008","52","2008","76","BRA","Brazil","X","Export","643","RUS","Russian Federation","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4631438845","4631438845","4","false","true",
"C","A","20080101","2008","52","2008","36","AUS","Australia","M","Import","682","SAU","Saudi Arabia","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"823690981","823690981","0","true","false",
"C","A","20080101","2008","52","2008","36","AUS","Australia","X","Export","682","SAU","Saudi Arabia","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2099449161","2099449161","0","true","false",
"C","A","20080101","2008","52","2008","56","BEL","Belgium","M","Import","682","SAU","Saudi Arabia","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1466005999",,"1466005999","0","true","false",
